معرف الدواء,اسم الدواء,المواد الفعالة,العيارات,الشكل الصيدلاني,المصنع,التركيب الأصلي,الشكل الأصلي,حالة المصدر
3024,Almaxine 750,methocarbamol,750mg,قرص مغلف,الما,methocarbamol 750mg / c-tab,coated-tab,بيانات مكتملة
3025,Babyrest,dill Oil + fennel Oil + simethicone 40mg / ml,0.005ml + 0.0007ml + ,قطرات فموية,الما,dill Oil 0.005ml+fennel Oil 0.0007ml+simethicone 40mg / ml,oral-drops,بيانات مكتملة
3026,Clemastine 0.5,clemastine,0.5mg,شراب,الما,clemastine 0.5mg / 5ml,syrup,بيانات مكتملة
3027,Clemastine 1,clemastine,1mg,قرص,الما,clemastine 1mg / tab,tab,بيانات مكتملة
3028,Diloxazol,diloxanide + metronidazole,125mg + 100mg,معلق,الما,diloxanide 125mg+metronidazole 100mg / 5ml,susp,بيانات مكتملة
3029,Emalacin 20,aescin ( aesculus ),20mg,قرص,الما,aescin ( aesculus ) 20mg / c-tab,tab,بيانات مكتملة
3030,Float Less,dill Oil + fennel Oil + simethicone 40mg / ml,0.005ml + 0.0007ml + ,قطرات فموية,الما,dill Oil 0.005ml+fennel Oil 0.0007ml+simethicone 40mg / ml,oral-drops,بيانات مكتملة
3031,Katazona 15,pioglitazone,15mg,قرص,الما,pioglitazone 15mg / tab,tab,بيانات مكتملة
3032,Katazona 30,pioglitazone,30mg,قرص,الما,pioglitazone 30mg / tab,tab,بيانات مكتملة
3033,Katazona 45,pioglitazone,45mg,قرص,الما,pioglitazone 45mg / tab,tab,بيانات مكتملة
3034,Lamaprof,ibuprofen + paracetamol,100mg + 125mg,شراب,الما,ibuprofen 100mg+paracetamol 125mg / 5ml,syrup,بيانات مكتملة
3035,Lopedium,loperamide + simethicone 125mg / chew-tab,2mg + ,قرص للمضغ,الما,loperamide 2mg+simethicone 125mg / chew-tab,chew-tab,بيانات مكتملة
3036,Lopedium 0.66,loperamide,0.66mg,شراب,الما,loperamide 0.66mg / 5ml,syrup,بيانات مكتملة
3037,Meloxicam 15,meloxicam,15mg,قرص,الما,meloxicam 15mg / tab,tab,بيانات مكتملة
3038,Meloxicam 7.5,meloxicam,7.5mg,قرص,الما,meloxicam 7.5mg / tab,tab,بيانات مكتملة
3039,Orgafer 100,polysaccharide Iron,345mg,شراب,الما,polysaccharide Iron 345mg / 5ml,syrup,بيانات مكتملة
3040,Orgafer 150,polysaccharide Iron,520mg,كبسولة,الما,polysaccharide Iron 520mg / cap,cap,بيانات مكتملة
3041,Pasforone 100,furazolidone,100mg,قرص,الما,furazolidone 100mg / tab,tab,بيانات مكتملة
3042,Polypain,caffeine + carisoprodol + paracetamol,32mg + 200mg + 160mg,قرص مغلف,الما,caffeine 32mg+carisoprodol 200mg+paracetamol 160mg / tab,coated-tab,بيانات مكتملة
3043,Tac Flu,chlorpheniramine + paracetamol + phenylephrine,2mg + 500mg + 5mg,قرص,الما,chlorpheniramine 2mg+paracetamol 500mg+phenylephrine 5mg / tab,tab,بيانات مكتملة
3044,Tac Flu D,chlorpheniramine + dextromethorphan + paracetamol + phenylep[hrine,2mg + 15mg + 500mg + 5mg,قرص,الما,chlorpheniramine 2mg+dextromethorphan 15mg+paracetamol 500mg+phenylep[hrine 5mg / tab,tab,بيانات مكتملة
3045,Thymoleen,ivy Extract + thyme Extract,22.5mg + 300mg,شراب,الما,ivy Extract 22.5mg+ thyme Extract 300mg / 5ml,syrup,بيانات مكتملة
3046,Tymoherb,thyme Extract,480mg,شراب,الما,thyme Extract 480mg / 5ml,syrup,بيانات مكتملة
3047,Amagra 100,,,قرص مغلف,امانثا,,coated-tab,التركيب غير موجود في APK
3048,Amagra 50,sildenafil,50mg,قرص,امانثا,sildenafil 50mg / tab,tab,بيانات مكتملة
3049,Amangrip,chlorpheniramine + phenylephrine,4mg + 10mg,قرص,امانثا,chlorpheniramine 4mg+phenylephrine 10mg / tab,tab,بيانات مكتملة
3050,Camgesic,orphenadrine + paracetamol,25mg + 500mg,قرص مغلف,امانثا,orphenadrine 25mg+paracetamol 500mg / c-tab,coated-tab,بيانات مكتملة
3051,Pregabalin 100,pregabalin,100mg,كبسولة,امانثا,pregabalin 100mg / cap,cap,بيانات مكتملة
3052,Pregabalin 150,pregabalin,150mg,كبسولة,امانثا,pregabalin 150mg / cap,cap,بيانات مكتملة
3053,Pregabalin 300,pregabalin,300mg,كبسولة,امانثا,pregabalin 300mg / cap,cap,بيانات مكتملة
3054,Pregabalin 50,pregabalin,50mg,كبسولة,امانثا,pregabalin 50mg / cap,cap,بيانات مكتملة
3055,Pregabalin 75,pregabalin,75mg,كبسولة,امانثا,pregabalin 75mg / cap,cap,بيانات مكتملة
3056,Ultraflam,diclofenac Potassium + paracetamol,50mg + 600mg,قرص مغلف,امانثا,diclofenac Potassium 50mg+paracetamol 600mg / c-tab,coated-tab,بيانات مكتملة
3057,Actifana New,loratadine + phenylephrine,2.5mg + 10mg,قرص,اميسا,loratadine 2.5mg+phenylephrine 10mg / tab,tab,بيانات مكتملة
3058,Active,ginkgobiloba + ginseng,60mg + 100mg,كبسولة,اميسا,ginkgobiloba 60mg+ginseng 100mg / cap,cap,بيانات مكتملة
3059,Anribrul,cod Liver Oil + zinc Oxide,11.4% + 38%,مرهم,اميسا,cod Liver Oil 11.4%+zinc Oxide 38%,oint,بيانات مكتملة
3060,Antibrul AD,cod Liver Oil + zinc Oxide,11.4% + 38%,مرهم,اميسا,cod Liver Oil 11.4%+zinc Oxide 38%,oint,بيانات مكتملة
3061,Benzatol 400,albendazole,400mg,قرص,اميسا,albendazole 400mg / tab,tab,بيانات مكتملة
3062,Calaminose 8%,calamine + zinc Oxide,8% + 1%,لوشن,اميسا,calamine 8%+zinc Oxide 1%,lotion,بيانات مكتملة
3063,Calaminoz 15%,calamine + zinc Oxide,15% + 1%,لوشن,اميسا,calamine 15%+zinc Oxide 1%,lotion,بيانات مكتملة
3064,Candrina,aspartame 18mg / eff-tab,,قرص فوار,اميسا,aspartame 18mg / eff-tab,eff-tab,بيانات مكتملة
3065,Carvedilol 12.5,carvedilol,12.5mg,قرص مغلف,اميسا,carvedilol 12.5mg / c-tab,coated-tab,بيانات مكتملة
3066,Carvedilol 25,carvedilol,25mg,قرص مغلف,اميسا,carvedilol 25mg / c-tab,coated-tab,بيانات مكتملة
3067,Carvedilol 3.125,carvedilol,3.125mg,قرص مغلف,اميسا,carvedilol 3.125mg / c-tab,coated-tab,بيانات مكتملة
3068,Carvedilol 6.25,carvedilol,6.25mg,قرص مغلف,اميسا,carvedilol 6.25mg / c-tab,coated-tab,بيانات مكتملة
3069,Claratadin,loratadine,10mg,قرص,اميسا,loratadine 10mg / tab,tab,بيانات مكتملة
3070,Crotamiton,crotamiton,10%,كريم,اميسا,crotamiton 10%,cream,بيانات مكتملة
3071,Crotamiton Plus,crotamiton + hydrocortisone,10% + 0.25%,كريم,اميسا,crotamiton 10%+hydrocortisone 0.25%,cream,بيانات مكتملة
3072,Damizol,diloxanide + metronidazole,250mg + 200mg,قرص,اميسا,diloxanide 250mg+metronidazole 200mg / tab,tab,بيانات مكتملة
3073,Dexamethasone 6,dexamethasone,6mg,قرص,اميسا,dexamethasone 6mg / tab,tab,بيانات مكتملة
3074,Dimenhydrinate,dimenhydrinate,50mg,قرص,اميسا,dimenhydrinate 50mg / tab,tab,بيانات مكتملة
3075,Dramin R,dimenhydrinate + pyroxidine,100mg + 20mg,قرص,اميسا,dimenhydrinate 100mg+pyroxidine 20mg / tab,tab,بيانات مكتملة
3076,Emessa Card 5/160,amlodipine + valsartan,5mg + 160mg,قرص مغلف,اميسا,amlodipine 5mg+valsartan 160mg / c-tab,coated-tab,بيانات مكتملة
3077,Emessa Card 5/80,amlodipine + valsartan,5mg + 80mg,قرص مغلف,اميسا,amlodipine 5mg+valsartan 80mg / c-tab,coated-tab,بيانات مكتملة
3078,Emessa Clean,,,جل,اميسا,,gel,التركيب غير موجود في APK
3079,Emessa Cream,allantoin + talc + zinc Oxide,0.3% + 5% + 5%,كريم,اميسا,allantoin 0.3%+talc 5%+zinc Oxide 5%,cream,بيانات مكتملة
3080,Emessa Energy 500,LCarnitine Tartarate 500mg eq: Lcarnitine,340.5mg,كبسولة,اميسا,LCarnitine Tartarate 500mg eq: Lcarnitine 340.5mg / cap,cap,بيانات مكتملة
3081,Emessa Powder,camphor + menthol + salicylic Acid + talc + zinc Oxide / gr, +  +  +  + ,powder-sachet,اميسا,camphor+menthol+salicylic Acid+talc+zinc Oxide / gr,powder-sachet,بيانات مكتملة
3082,Flamyzin 1%,silversulfadiazine,1%,كريم,اميسا,silversulfadiazine 1%,cream,بيانات مكتملة
3083,Flexaren 10,cyclobenzaprine,10mg,قرص مغلف,اميسا,cyclobenzaprine 10mg / c-tab,coated-tab,بيانات مكتملة
3084,Flexaren 5,cyclobenzaprine,5mg,قرص مغلف,اميسا,cyclobenzaprine 5mg / c-tab,coated-tab,بيانات مكتملة
3085,Foli VPlus 1,folic Acid + vit B6 + vit B12,2.5mg + 25mg + 1mg,قرص,اميسا,folic Acid 2.5mg+vit B6 25mg+vit B12 1mg / c-tab,tab,بيانات مكتملة
3086,Foli VPlus 2,folic Acid + vit B6 + vit B12,2.5mg + 25mg + 2mg,قرص,اميسا,folic Acid 2.5mg+vit B6 25mg+vit B12 2mg / c-tab,tab,بيانات مكتملة
3087,Gentamycin 0.3%,gentamicin,0.3%,كريم,اميسا,gentamicin 0.3%,cream,بيانات مكتملة
3088,Ginkgo Biloba 60,ginkgobiloba Extract,60mg,قرص مغلف,اميسا,ginkgobiloba Extract 60mg / c-tab,coated-tab,بيانات مكتملة
3089,Glucone,chondroitin Sulfate + glucose Amine,400mg + 500mg,قرص مغلف,اميسا,chondroitin Sulfate 400mg+glucose Amine 500mg / c-tab,coated-tab,بيانات مكتملة
3090,Glycerin Ad,glycerol,2166mg,تحاميل,اميسا,glycerol 2166mg / supp,supp,بيانات مكتملة
3091,Glycerin Ch,glycerol,1300mg,تحاميل,اميسا,glycerol 1300mg / supp,supp,بيانات مكتملة
3092,Glycerin Fort,glycerol,3000mg,تحاميل,اميسا,glycerol 3000mg / supp,supp,بيانات مكتملة
3093,Ichthyol,ichthammol,10%,مرهم,اميسا,ichthammol 10%,oint,بيانات مكتملة
3094,Imilin,lidocaine + prilocaine,2.5% + 2.5%,كريم,اميسا,lidocaine 2.5%+prilocaine 2.5%,cream,بيانات مكتملة
3095,Isomak 10,isosorbide Mononitrate,10mg,قرص مغلف,اميسا,isosorbide Mononitrate 10mg / c-tab,coated-tab,بيانات مكتملة
3096,Isomak 20,isosorbide Mononitrate,20mg,قرص مغلف,اميسا,isosorbide Mononitrate 20mg / c-tab,coated-tab,بيانات مكتملة
3097,Isomak SR 25,isosorbide Mononitrate 25mg / SR-cap,,SR-cap,اميسا,isosorbide Mononitrate 25mg / SR-cap,SR-cap,بيانات مكتملة
3098,Isomak SR 50,isosorbide Mononitrate 50mg / SR-cap,,SR-cap,اميسا,isosorbide Mononitrate 50mg / SR-cap,SR-cap,بيانات مكتملة
3099,Lansocid 15,lansoprazole,15mg,SR-cap,اميسا,lansoprazole 15mg / cap,SR-cap,بيانات مكتملة
3100,Lansocid 30,lansoprazole,30mg,SR-cap,اميسا,lansoprazole 30mg / cap,SR-cap,بيانات مكتملة
3101,Myconazol,miconazole,2%,كريم,اميسا,miconazole 2%,cream,بيانات مكتملة
3102,Myconazol 100,miconazole 100mg / ovule,,بويضة مهبلية,اميسا,miconazole 100mg / ovule,ovule,بيانات مكتملة
3103,Myconazol 400,miconazole 400mg / ovule,,بويضة مهبلية,اميسا,miconazole 400mg / ovule,ovule,بيانات مكتملة
3104,Myconazol Plus,miconazole + hydrocortisone,2% + 1%,كريم,اميسا,miconazole 2%+hydrocortisone 1%,cream,بيانات مكتملة
3105,Neocin,lidocaine + neomycin + polymyxin 10000i.u. / gr,40mg + 5mg + ,كريم,اميسا,lidocaine 40mg+neomycin 5mg+polymyxin 10000i.u. / gr,cream,بيانات مكتملة
3106,Neo Ultrason,dexamethasone + neomycin,0.1% + 0.5%,كريم,اميسا,dexamethasone 0.1%+neomycin 0.5%,cream,بيانات مكتملة
3107,New Gripax,chlorpheniramine + paracetamol + phenylephrine,2mg + 500mg + 5mg,قرص,اميسا,chlorpheniramine 2mg+paracetamol 500mg+phenylephrine 5mg / tab,tab,بيانات مكتملة
3108,Noro Gab 100,gabapentin,100mg,كبسولة,اميسا,gabapentin 100mg / cap,cap,بيانات مكتملة
3109,Noro Gab 300,gabapentin,300mg,كبسولة,اميسا,gabapentin 300mg / cap,cap,بيانات مكتملة
3110,Oxomol,guaifenesin + oxomemazine + paracetamol + sodium Benzoate,33mg + 1.6mg + 33mg + 33mg,كبسولة,اميسا,guaifenesin 33mg+oxomemazine 1.6mg+paracetamol 33mg+sodium Benzoate 33mg / cap,cap,بيانات مكتملة
3111,Paracetamol 325,paracetamol,325mg,تحاميل,اميسا,paracetamol 325mg / supp,supp,بيانات مكتملة
3112,Paracetamol 60,paracetamol,60mg,تحاميل,اميسا,paracetamol 60mg / supp,supp,بيانات مكتملة
3113,Pitasterol 1,pitavastatin,1mg,قرص مغلف,اميسا,pitavastatin 1mg / c-tab,coated-tab,بيانات مكتملة
3114,Pitasterol 2,pitavastatin,1mg,قرص مغلف,اميسا,pitavastatin 1mg / c-tab,coated-tab,بيانات مكتملة
3115,Pitasterol 4,pitavastatin,1mg,قرص مغلف,اميسا,pitavastatin 1mg / c-tab,coated-tab,بيانات مكتملة
3116,Proctocaine,dibucaine + hydrocortisone,0.5% + 0.5%,rectal-oint,اميسا,dibucaine 0.5%+hydrocortisone 0.5%,rectal-oint,بيانات مكتملة
3117,Relax M 2.5%,camphor + menthol,0.5% + 2.5%,جل,اميسا,camphor 0.5%+menthol 2.5%,gel,بيانات مكتملة
3118,Rictamole,guaifenesin + oxomemazine + paracetamol + sodium Benzoate,66.6mg + 3.3mg + 66.6mg + 6.66mg,تحاميل,اميسا,guaifenesin 66.6mg+oxomemazine 3.3mg+paracetamol 66.6mg+sodium Benzoate 6.66mg / supp,supp,بيانات مكتملة
3119,Septadine,povidone,10%,مرهم,اميسا,povidone 10%,oint,بيانات مكتملة
3120,Silopram 10,citalopram,10mg,قرص مغلف,اميسا,citalopram 10mg / c-tab,coated-tab,بيانات مكتملة
3121,Silopram 20,citalopram,20mg,قرص مغلف,اميسا,citalopram 20mg / c-tab,coated-tab,بيانات مكتملة
3122,Silopram 40,citalopram,40mg,قرص مغلف,اميسا,citalopram 40mg / c-tab,coated-tab,بيانات مكتملة
3123,Sotalol 120,sotalol,120mg,قرص,اميسا,sotalol 120mg / tab,tab,بيانات مكتملة
3124,Spiralac 100,spironolactone,100mg,قرص مغلف,اميسا,spironolactone 100mg / tab,coated-tab,بيانات مكتملة
3125,Spiralac 25,spironolactone,25mg,قرص,اميسا,spironolactone 25mg / tab,tab,بيانات مكتملة
3126,Spiralac 50,spironolactone,50mg,قرص,اميسا,spironolactone 50mg / tab,tab,بيانات مكتملة
3127,Supercaine 1%,dibucaine,1%,مرهم,اميسا,dibucaine 1%,oint,بيانات مكتملة
3128,Tinigyn,tinidazole,500mg,قرص مغلف,اميسا,tinidazole 500mg / tab,coated-tab,بيانات مكتملة
3129,Unitol,tioconazole,6.5%,مرهم,اميسا,tioconazole 6.5%,oint,بيانات مكتملة
3130,Valzan 160,valsartan,160mg,كبسولة,اميسا,valsartan 160mg / cap,cap,بيانات مكتملة
3131,Valzan 40,valsartan,40mg,كبسولة,اميسا,valsartan 40mg / cap,cap,بيانات مكتملة
3132,Valzan 80,valsartan,80mg,كبسولة,اميسا,valsartan 80mg / cap,cap,بيانات مكتملة
3133,Valzid 160/12.5,H.C.T.Z. ( Hydro Chlor Thia Zide ) + valsartan,12.5mg + 160mg,قرص,اميسا,H.C.T.Z. ( Hydro Chlor Thia Zide ) 12.5mg+valsartan 160mg / tab,tab,بيانات مكتملة
3134,Valzid 160/25,H.C.T.Z. ( Hydro Chlor Thia Zide ) + valsartan,25mg + 160mg,قرص,اميسا,H.C.T.Z. ( Hydro Chlor Thia Zide ) 25mg+valsartan 160mg / tab,tab,بيانات مكتملة
3135,Valzid 320/12.5,H.C.T.Z. ( Hydro Chlor Thia Zide ) + valsartan,12.5mg + 320mg,قرص,اميسا,H.C.T.Z. ( Hydro Chlor Thia Zide ) 12.5mg+valsartan 320mg / tab,tab,بيانات مكتملة
3136,Valzid 320/25,H.C.T.Z. ( Hydro Chlor Thia Zide ) + valsartan,25mg + 320mg,قرص,اميسا,H.C.T.Z. ( Hydro Chlor Thia Zide ) 25mg+valsartan 320mg / tab,tab,بيانات مكتملة
3137,Valzid 80/12.5,H.C.T.Z. ( Hydro Chlor Thia Zide ) + valsartan,12.5mg + 80mg,قرص,اميسا,H.C.T.Z. ( Hydro Chlor Thia Zide ) 12.5mg+valsartan 80mg / tab,tab,بيانات مكتملة
3138,Vitaclozine,doxylamine + vit B6 10mg / DR-tab,10mg + ,DR-tab,اميسا,doxylamine 10mg+vit B6 10mg / DR-tab,DR-tab,بيانات مكتملة
3139,Yeasta,niacin + thiamine + vit B2,0.3mg + 0.1mg + 0.04mg,قرص,اميسا,niacin 0.3mg+thiamine 0.1mg+vit B2 0.04mg / tab,tab,بيانات مكتملة
3140,Augmentin 228,amxicillin + clavulanic Acid,200mg + 28mg,dry-syrup,انس,amxicillin 200mg+clavulanic Acid 28mg / 5ml,dry-syrup,بيانات مكتملة
3141,Augmentin 312,amxicillin + clavulanic Acid,250mg + 61mg,dry-syrup,انس,amxicillin 250mg+clavulanic Acid 61mg / 5ml,dry-syrup,بيانات مكتملة
3142,Augmentin 457,amxicillin + clavulanic Acid,400mg + 57mg,dry-syrup,انس,amxicillin 400mg+clavulanic Acid 57mg / 5ml,dry-syrup,بيانات مكتملة
3143,Acecril,racecadotril,100mg,كبسولة,اوبري,racecadotril 100mg / cap,cap,بيانات مكتملة
3144,Acepime 1000,cefepime 1000mg / dry-vial,,فيال,اوبري,cefepime 1000mg / dry-vial,vial,بيانات مكتملة
3145,Acepime 2000,cefepime 2000mg / dry-vial,,فيال,اوبري,cefepime 2000mg / dry-vial,vial,بيانات مكتملة
3146,Acepime 500,cefepime 5000mg / dry-vial,,فيال,اوبري,cefepime 5000mg / dry-vial,vial,بيانات مكتملة
3147,Agre Pres 10,prasugrel,10mg,قرص مغلف,اوبري,prasugrel 10mg / c-tab,coated-tab,بيانات مكتملة
3148,Agre Pres 5,prasugrel,5mg,قرص مغلف,اوبري,prasugrel 5mg / c-tab,coated-tab,بيانات مكتملة
3149,Amolin 1000,amoxicillin,1000mg,فيال,اوبري,amoxicillin 1000mg / vial,vial,بيانات مكتملة
3150,Amolin 250,amoxicillin,250mg,فيال,اوبري,amoxicillin 250mg / vial,vial,بيانات مكتملة
3151,Amolin 500,amoxicillin,500mg,فيال,اوبري,amoxicillin 500mg / vial,vial,بيانات مكتملة
3152,Antivomine 12.5,meclizine,12.5mg,قرص,اوبري,meclizine 12.5mg / tab,tab,بيانات مكتملة
3153,Antivomine 25,meclizine,25mg,قرص,اوبري,meclizine 25mg / tab,tab,بيانات مكتملة
3154,Antivomine 50,meclizine,50mg,قرص,اوبري,meclizine 50mg / tab,tab,بيانات مكتملة
3155,Azaline 20%,azelaic Acid,20%,كريم,اوبري,azelaic Acid 20%,cream,بيانات مكتملة
3156,AZVit Zinc,ascorbic Acid + zinc 15mg / eff-tab,500mg + ,قرص فوار,اوبري,ascorbic Acid 500mg+zinc 15mg / eff-tab,eff-tab,بيانات مكتملة
3157,Baraka 450,nigella Sativa Oil 450mg / soft-cap,,كبسولة هلامية,اوبري,nigella Sativa Oil 450mg / soft-cap,gel-cap,بيانات مكتملة
3158,BComplex,biotin + dexpanthenol + niacin + thiamine + vit B2 + vit B6 + …,0.5mg + 6mg + 40mg + 10mg + 4mg + 4mg + ,أمبولة,اوبري,biotin 0.5mg+dexpanthenol 6mg+niacin 40mg+thiamine 10mg+vit B2 4mg+vit B6 4mg+… / amp,amp,بيانات مكتملة
3159,Betapionate 0.05%,betamethasone Dipropionate,0.05%,كريم,اوبري,betamethasone Dipropionate 0.05%,cream,بيانات مكتملة
3160,Betapionate A,betamethasone Dipropionate + salicylic Acid,0.05% + 3%,مرهم,اوبري,betamethasone Dipropionate 0.05%+salicylic Acid 3%,oint,بيانات مكتملة
3161,Biovine 60,ginkgobiloba,60mg,كبسولة,اوبري,ginkgobiloba 60mg / cap,cap,بيانات مكتملة
3162,Biprofenid 150,ketoprofen,150mg,قرص,اوبري,ketoprofen 150mg / tab,tab,بيانات مكتملة
3163,Bisolol 10,bisoprolol,10mg,قرص مغلف,اوبري,bisoprolol 10mg / c-tab,coated-tab,بيانات مكتملة
3164,Bisolol 2.5,bisoprolol,2.5mg,قرص مغلف,اوبري,bisoprolol 2.5mg / c-tab,coated-tab,بيانات مكتملة
3165,Bisolol 5,bisoprolol,5mg,قرص مغلف,اوبري,bisoprolol 5mg / c-tab,coated-tab,بيانات مكتملة
3166,Bronchomix,camphor + either Oil + peru balsam,11% + 10% + 6%,مرهم,اوبري,camphor 11%+either Oil 10%+peru balsam 6%,oint,بيانات مكتملة
3167,Calcibone,calcium Carbonate + vit D3 ( cholecalciferol ) 400i.u. / loz,500mg + ,مصاصة,اوبري,calcium Carbonate 500mg+vit D3 ( cholecalciferol ) 400i.u. / loz,loz,بيانات مكتملة
3168,Caldron 30,risedronate Sodium,30mg,قرص مغلف,اوبري,risedronate Sodium 30mg / c-tab,coated-tab,بيانات مكتملة
3169,Caldron 5,risedronate Sodium,5mg,قرص مغلف,اوبري,risedronate Sodium 5mg / c-tab,coated-tab,بيانات مكتملة
3170,Cansartan 16,candesartan,16mg,قرص,اوبري,candesartan 16mg / tab,tab,بيانات مكتملة
3171,Cansartan 32,candesartan,32mg,قرص,اوبري,candesartan 32mg / tab,tab,بيانات مكتملة
3172,Cansartan 4,candesartan,4mg,قرص,اوبري,candesartan 4mg / tab,tab,بيانات مكتملة
3173,Cansartan 8,candesartan,8mg,قرص,اوبري,candesartan 8mg / tab,tab,بيانات مكتملة
3174,Cardionor 5,ivabradine,5mg,قرص مغلف,اوبري,ivabradine 5mg / c-tab,coated-tab,بيانات مكتملة
3175,Cardionor 7.5,ivabradine,7.5mg,قرص مغلف,اوبري,ivabradine 7.5mg / c-tab,coated-tab,بيانات مكتملة
3176,Cefaxone 1000,ceftriaxone 1000mg / dry-vial,,فيال جاف,اوبري,ceftriaxone 1000mg / dry-vial,dry-vial,بيانات مكتملة
3177,Cefaxone 250,ceftriaxone 250mg / dry-vial,,فيال جاف,اوبري,ceftriaxone 250mg / dry-vial,dry-vial,بيانات مكتملة
3178,Cefaxone 500,ceftriaxone 500mg / dry-vial,,فيال جاف,اوبري,ceftriaxone 500mg / dry-vial,dry-vial,بيانات مكتملة
3179,Cefazole 1000,cefazolin 1000mg / dry-vial,,فيال جاف,اوبري,cefazolin 1000mg / dry-vial,dry-vial,بيانات مكتملة
3180,Cefazole 500,cefazolin 500mg / dry-vial,,فيال جاف,اوبري,cefazolin 500mg / dry-vial,dry-vial,بيانات مكتملة
3181,Cefolin 1000,cefotaxime 1000mg / dry-vial,,فيال جاف,اوبري,cefotaxime 1000mg / dry-vial,dry-vial,بيانات مكتملة
3182,Cefolin 2000,cefotaxime 2000mg / dry-vial,,فيال جاف,اوبري,cefotaxime 2000mg / dry-vial,dry-vial,بيانات مكتملة
3183,Cefolin 500,cefotaxime 500mg / dry-vial,,فيال جاف,اوبري,cefotaxime 500mg / dry-vial,dry-vial,بيانات مكتملة
3184,Ceftacif 1000,ceftazidime 1000mg / dry-vial,,فيال جاف,اوبري,ceftazidime 1000mg / dry-vial,dry-vial,بيانات مكتملة
3185,Celfine 100,celecoxib,100mg,كبسولة,اوبري,celecoxib 100mg / cap,cap,بيانات مكتملة
3186,Celfine Fort 200,celecoxib,200mg,كبسولة,اوبري,celecoxib 200mg / cap,cap,بيانات مكتملة
