معرف الدواء,اسم الدواء,المواد الفعالة,العيارات,الشكل الصيدلاني,المصنع,التركيب الأصلي,الشكل الأصلي,حالة المصدر
7026,Dipromet,betamethasone Dipropionate + betamethasone Sod.Phosphate,10mg + 4mg,أمبولة,سعد,betamethasone Dipropionate 10mg+betamethasone Sod.Phosphate 4mg / amp,amp,بيانات مكتملة
7027,Dipromet 0.05%,betamethasone Dipropionate,0.05%,كريم,سعد,betamethasone Dipropionate 0.05%,cream,بيانات مكتملة
7028,Dopamine 200,dopamine,200mg,أمبولة,سعد,dopamine 200mg / amp,amp,بيانات مكتملة
7029,Dopamine 50,dopamine,50mg,أمبولة,سعد,dopamine 50mg / amp,amp,بيانات مكتملة
7030,Dormita 15,midazolam,15mg,أمبولة,سعد,midazolam 15mg / amp,amp,بيانات مكتملة
7031,Dormita 5,midazolam,5mg,أمبولة,سعد,midazolam 5mg / amp,amp,بيانات مكتملة
7032,Dormita 7.5,midazolam,7.5mg,قرص مغلف,سعد,midazolam 7.5mg / c-tab,coated-tab,بيانات مكتملة
7033,Drotaverine 40,drotaverine,40mg,أمبولة,سعد,drotaverine 40mg / amp,amp,بيانات مكتملة
7034,Drotaverine 80,drotaverine,80mg,قرص,سعد,drotaverine 80mg / tab,tab,بيانات مكتملة
7035,Elsafine 100,tiaprofenic Acid,100mg,قرص مغلف,سعد,tiaprofenic Acid 100mg / c-tab,coated-tab,بيانات مكتملة
7036,Elsafine 300,tiaprofenic Acid,300mg,قرص مغلف,سعد,tiaprofenic Acid 300mg / c-tab,coated-tab,بيانات مكتملة
7037,Elsalox 400,moxifloxacin,400mg,قرص مغلف,سعد,moxifloxacin 400mg / c-tab,coated-tab,بيانات مكتملة
7038,Elsantin 25,dipyridamole,25mg,قرص مغلف,سعد,dipyridamole 25mg / c-tab,coated-tab,بيانات مكتملة
7039,Elsantin 75,dipyridamole,75mg,قرص مغلف,سعد,dipyridamole 75mg / c-tab,coated-tab,بيانات مكتملة
7040,Estromal 20,esomeprazole,20mg,كبسولة,سعد,esomeprazole 20mg / cap,cap,بيانات مكتملة
7041,Famox Complete,calcium Carbonate + famotidine + magnesium Hydroxide 165mg / chew-tab,800mg + 10mg + ,قرص للمضغ,سعد,calcium Carbonate 800mg+famotidine 10mg+magnesium Hydroxide 165mg / chew-tab,chew-tab,بيانات مكتملة
7042,FCillin 1000,flucloxacillin,1000mg,فيال جاف,سعد,flucloxacillin 1000mg / vial,dry-vial,بيانات مكتملة
7043,FCillin 250,flucloxacillin,250mg,dry-syrup,سعد,flucloxacillin 250mg / 5ml,dry-syrup,بيانات مكتملة
7044,FCillin 500,flucloxacillin,500mg,كبسولة,سعد,flucloxacillin 500mg / cap,cap,بيانات مكتملة
7045,Fluknazol 0.2%,fluconazole,0.2%,pl-vial,سعد,fluconazole 0.2%,pl-vial,بيانات مكتملة
7046,Fluknazol 200,fluconazole,200mg,كبسولة,سعد,fluconazole 200mg / cap,cap,بيانات مكتملة
7047,Fluknazol 50,fluconazole,50mg,كبسولة,سعد,fluconazole 50mg / cap,cap,بيانات مكتملة
7048,Flurest,chlor Pheniramine + paracetamol + ascorbic Acid,3.2mg + 240mg + 100mg,كبسولة,سعد,chlor Pheniramine 3.2mg+paracetamol 240mg+ascorbic Acid 100mg/ tab,cap,بيانات مكتملة
7049,Frumiline,amiloride + furosemide,5mg + 40mg,قرص,سعد,amiloride 5mg+furosemide 40mg / tab,tab,بيانات مكتملة
7050,Frumix 20,furosemide,20mg,أمبولة,سعد,furosemide 20mg / amp,amp,بيانات مكتملة
7051,Frumix 40,furosemide,40mg,أمبولة,سعد,furosemide 40mg / amp,amp,بيانات مكتملة
7052,Frumix 80,furosemide,80mg,قرص,سعد,furosemide 80mg / tab,tab,بيانات مكتملة
7053,Gabalyr 100,pregabalin,100mg,كبسولة,سعد,pregabalin 100mg / cap,cap,بيانات مكتملة
7054,Gabalyr 150,pregabalin,150mg,كبسولة,سعد,pregabalin 150mg / cap,cap,بيانات مكتملة
7055,Gabalyr 200,pregabalin,200mg,كبسولة,سعد,pregabalin 200mg / cap,cap,بيانات مكتملة
7056,Gabalyr 25,pregabalin,25mg,كبسولة,سعد,pregabalin 25mg / cap,cap,بيانات مكتملة
7057,Gabalyr 300,pregabalin,300mg,كبسولة,سعد,pregabalin 300mg / cap,cap,بيانات مكتملة
7058,Gabalyr 50,pregabalin,50mg,كبسولة,سعد,pregabalin 50mg / cap,cap,بيانات مكتملة
7059,Gabalyr 75,pregabalin,75mg,كبسولة,سعد,pregabalin 75mg / cap,cap,بيانات مكتملة
7060,Ganvir 250,ganciclovir,250mg,كبسولة,سعد,ganciclovir 250mg / cap,cap,بيانات مكتملة
7061,Gliptasync 100,sitagliptin,100mg,قرص مغلف,سعد,sitagliptin 100mg / c-tab,coated-tab,بيانات مكتملة
7062,Gluvans2,glibenclamide ( glyburide ) + metformin,2.5mg + 500mg,قرص مغلف,سعد,glibenclamide ( glyburide ) 2.5mg+metformin 500mg / c-tab,coated-tab,بيانات مكتملة
7063,Gluvans3,glibenclamide ( glyburide ) + metformin,5mg + 500mg,قرص مغلف,سعد,glibenclamide ( glyburide ) 5mg+metformin 500mg / c-tab,coated-tab,بيانات مكتملة
7064,Glycon 80,gliclazide,80mg,قرص,سعد,gliclazide 80mg / tab,tab,بيانات مكتملة
7065,Glycon XR 30,gliclazide,30mg,قرص,سعد,gliclazide 30mg / tab,tab,بيانات مكتملة
7066,Haloperidol 5,haloperidol,5mg,أمبولة,سعد,haloperidol 5mg / amp,amp,بيانات مكتملة
7067,Hemokap 1250,amino Caproic Acid,1250mg,شراب,سعد,amino Caproic Acid 1250mg / 5ml,syrup,بيانات مكتملة
7068,Hemokap 500,amino Caproic Acid,500mg,قرص,سعد,amino Caproic Acid 500mg / tab,tab,بيانات مكتملة
7069,Hepsovir 10,adefovir,10mg,قرص,سعد,adefovir 10mg / tab,tab,بيانات مكتملة
7070,Hypojit 250,methyldopa,250mg,قرص مغلف,سعد,methyldopa 250mg / c-tab,coated-tab,بيانات مكتملة
7071,Intestigmin 2.5,neostigmine,2.5mg,أمبولة,سعد,neostigmine 2.5mg / amp,amp,بيانات مكتملة
7072,Kamicine 100,amikacin,100mg,أمبولة,سعد,amikacin 100mg / amp,amp,بيانات مكتملة
7073,Kamicine 500,amikacin,500mg,أمبولة,سعد,amikacin 500mg / amp,amp,بيانات مكتملة
7074,Ketamine 250,ketamine,250mg,أمبولة,سعد,ketamine 250mg / amp,amp,بيانات مكتملة
7075,Lactoxame Plus,ampicillin + cloxacillin + lactobacillus 60milion,250mg + 250mg + ,كبسولة,سعد,ampicillin 250mg+cloxacillin 250mg+lactobacillus 60milion / cap,cap,بيانات مكتملة
7076,Lactoxam Plus,ampicillin + cloxacillin + lactobacillus 60milion,250mg + 250mg + ,كبسولة,سعد,ampicillin 250mg+cloxacillin 250mg+lactobacillus 60milion / cap,cap,بيانات مكتملة
7077,Lamifix 100,lamivudine,100mg,قرص مغلف,سعد,lamivudine 100mg / c-tab,coated-tab,بيانات مكتملة
7078,Lamifix 25,lamivudine,25mg,شراب,سعد,lamivudine 25mg / 5ml,syrup,بيانات مكتملة
7079,Lamitree 100,lamotrigine,100mg,قرص,سعد,lamotrigine 100mg / tab,tab,بيانات مكتملة
7080,Lamitree 150,lamotrigine,150mg,قرص,سعد,lamotrigine 150mg / tab,tab,بيانات مكتملة
7081,Lamitree 25,lamotrigine,25mg,قرص,سعد,lamotrigine 25mg / tab,tab,بيانات مكتملة
7082,Lidocaine 20,lidocaine,20mg,أمبولة,سعد,lidocaine 20mg / amp,amp,بيانات مكتملة
7083,Lidocaine 50,lidocaine 50mg / flexible-amp,,flexible-amp,سعد,lidocaine 50mg / flexible-amp,flexible-amp,بيانات مكتملة
7084,Lizolid 100,linezolid,100mg,dry-syrup,سعد,linezolid 100mg / 5ml,dry-syrup,بيانات مكتملة
7085,Lizolid 200,linezolid,200mg,pl-vial,سعد,linezolid 200mg / vial,pl-vial,بيانات مكتملة
7086,Longerpen 0.6,benzathine Penicillin,600000i.u.,فيال جاف,سعد,benzathine Penicillin 600000i.u. / vial,dry-vial,بيانات مكتملة
7087,Longerpen 1.2,benzathine Penicillin,1200000i.u.,فيال جاف,سعد,benzathine Penicillin 1200000i.u. / vial,dry-vial,بيانات مكتملة
7088,Losartan Plus,H.C.T.Z. ( Hydro Chlor Thia Zide ) + losartan,12.5mg + 50mg,قرص مغلف,سعد,H.C.T.Z. ( Hydro Chlor Thia Zide ) 12.5mg+losartan 50mg / c-tab,coated-tab,بيانات مكتملة
7089,Magnesium Sulfate 1000,magnesium Sulfate 1000mg / flexible-amp,,flexible-amp,سعد,magnesium Sulfate 1000mg / flexible-amp,flexible-amp,بيانات مكتملة
7090,Maxim 1000,ampicillin + cloxacillin,500mg + 500mg,فيال جاف,سعد,ampicillin 500mg+cloxacillin 500mg / vial,dry-vial,بيانات مكتملة
7091,Maxim 500,ampicillin + cloxacillin,250mg + 250mg,فيال جاف,سعد,ampicillin 250mg+cloxacillin 250mg / vial,dry-vial,بيانات مكتملة
7092,Maxitrex 500,amoxicillin + flucloxacillin,250mg + 250mg,كبسولة,سعد,amoxicillin 250mg+flucloxacillin 250mg / cap,cap,بيانات مكتملة
7093,Meclovert 12.5,meclizine,12.5mg,قرص,سعد,meclizine 12.5mg / tab,tab,بيانات مكتملة
7094,Meclovert 50,meclizine,25mg,قرص,سعد,meclizine 25mg / tab,tab,بيانات مكتملة
7095,Mergotrine 0.125,methylergomethrine,0.125mg,قرص مغلف,سعد,methylergomethrine 0.125mg / c-tab,coated-tab,بيانات مكتملة
7096,Mergotrine 0.2,methylergomethrine,0.2mg,أمبولة,سعد,methylergomethrine 0.2mg / amp,amp,بيانات مكتملة
7097,Meropenem 1000,meropenem,1000mg,فيال جاف,سعد,meropenem 1000mg / vial,dry-vial,بيانات مكتملة
7098,Meropenem 500,meropenem,500mg,فيال جاف,سعد,meropenem 500mg / vial,dry-vial,بيانات مكتملة
7099,Micard Roxi 40,telmisartan,40mg,قرص,سعد,telmisartan 40mg / tab,tab,بيانات مكتملة
7100,Micard Roxi 80,telmisartan,80mg,قرص,سعد,telmisartan 80mg / tab,tab,بيانات مكتملة
7101,Micard Roxi Extra 10/40,amlodipine + telmisartan,10mg + 40mg,قرص مغلف,سعد,amlodipine 10mg+telmisartan 40mg / c-tab,coated-tab,بيانات مكتملة
7102,Micard Roxi Extra 10/80,amlodipine + telmisartan,10mg + 80mg,قرص مغلف,سعد,amlodipine 10mg+telmisartan 80mg / c-tab,coated-tab,بيانات مكتملة
7103,Micard Roxi Extra 5/40,amlodipine + telmisartan,5mg + 40mg,قرص مغلف,سعد,amlodipine 5mg+telmisartan 40mg / c-tab,coated-tab,بيانات مكتملة
7104,Micard Roxi Extra 5/80,amlodipine + telmisartan,5mg + 80mg,قرص مغلف,سعد,amlodipine 5mg+telmisartan 80mg / c-tab,coated-tab,بيانات مكتملة
7105,Micard Roxi Plus 40,H.C.T.Z. ( Hydro Chlor Thia Zide ) + telmisartan,12.5mg + 40mg,قرص,سعد,H.C.T.Z. ( Hydro Chlor Thia Zide ) 12.5mg+telmisartan 40mg / tab,tab,بيانات مكتملة
7106,Micard Roxi Plus 80,H.C.T.Z. ( Hydro Chlor Thia Zide ) + telmisartan,12.5mg + 80mg,قرص,سعد,H.C.T.Z. ( Hydro Chlor Thia Zide ) 12.5mg+telmisartan 80mg / tab,tab,بيانات مكتملة
7107,Mighty Fer 100,ferrous Hydroxide Poly Maltose complex 100mg iron,,أمبولة,سعد,ferrous Hydroxide Poly Maltose complex 100mg iron / amp,amp,بيانات مكتملة
7108,Mighty Fer 50,ferrous Hydroxide Poly Maltose complex 50mg iron,,شراب,سعد,ferrous Hydroxide Poly Maltose complex 50mg iron / 5ml,syrup,بيانات مكتملة
7109,Minitavox 2.5,levofloxacin,0.25%,i-d single-use,سعد,levofloxacin 0.25%,i-d single-use,بيانات مكتملة
7110,Minitavox 5,levofloxacin,0.5%,i-d single-use,سعد,levofloxacin 0.5%,i-d single-use,بيانات مكتملة
7111,Minizafen 0.1,ketotifen,0.025%,flexible-amp eye-drops,سعد,ketotifen 0.025%,flexible-amp eye-drops,بيانات مكتملة
7112,Moprol XR 100,metoprolol 100mg / XR-tab,,XR-tab,سعد,metoprolol 100mg / XR-tab,XR-tab,بيانات مكتملة
7113,Moprol XR 200,metoprolol 200mg / XR-tab,,XR-tab,سعد,metoprolol 200mg / XR-tab,XR-tab,بيانات مكتملة
7114,Moprol XR 25,metoprolol 25mg / XR-tab,,XR-tab,سعد,metoprolol 25mg / XR-tab,XR-tab,بيانات مكتملة
7115,Moprol XR 50,metoprolol 50mg / XR-tab,,XR-tab,سعد,metoprolol 50mg / XR-tab,XR-tab,بيانات مكتملة
7116,Mucolar 100,carbo Cisteine,100mg,شراب,سعد,carbo Cisteine 100mg / 5ml,syrup,بيانات مكتملة
7117,Mucolar 250,carbo Cisteine,250mg,معلق,سعد,carbo Cisteine 250mg / 5ml,susp,بيانات مكتملة
7118,Mucolar 375,carbo Cisteine,375mg,كبسولة,سعد,carbo Cisteine 375mg / cap,cap,بيانات مكتملة
7119,Multi Raxin 10,hydroxyzine,10mg,شراب,سعد,hydroxyzine 10mg / 5ml,syrup,بيانات مكتملة
7120,Narizine 5,flunarizine,5mg,كبسولة,سعد,flunarizine 5mg / cap,cap,بيانات مكتملة
7121,Navifem,meclizine + vit B6,25mg + 50mg,قرص,سعد,meclizine 25mg+vit B6 50mg / tab,tab,بيانات مكتملة
7122,Newcetamol,caffeine + paracetamol,65mg + 500mg,قرص,سعد,caffeine 65mg+paracetamol 500mg / tab,tab,بيانات مكتملة
7123,New Citamol 500,caffeine + paracetamol,65mg + 500mg,قرص,سعد,caffeine 65mg+paracetamol 500mg / tab,tab,بيانات مكتملة
7124,Nomigra,belladona + caffeine + ergotamine + meprobamate + paracetamol + phenobarbital,0.1mg + 50mg + 1mg + 150mg + 250mg + 10mg,قرص مغلف,سعد,belladona 0.1mg+caffeine 50mg+ergotamine 1mg+meprobamate 150mg+paracetamol 250mg+phenobarbital 10mg / c-tab,coated-tab,بيانات مكتملة
7125,Norvek 10,amlodipine,10mg,كبسولة,سعد,amlodipine 10mg / cap,cap,بيانات مكتملة
7126,Norvek 5,amlodipine,5mg,كبسولة,سعد,amlodipine 5mg / cap,cap,بيانات مكتملة
7127,Olmesone 0.1%,mometasone,0.1%,كريم,سعد,mometasone 0.1%,cream,بيانات مكتملة
7128,Omniclor 125,cefaclor,125mg,dry-syrup,سعد,cefaclor 125mg / 5ml,dry-syrup,بيانات مكتملة
7129,Omniclor 250,cefaclor,250mg,كبسولة,سعد,cefaclor 250mg / cap,cap,بيانات مكتملة
7130,Omniclor 500,cefaclor,500mg,كبسولة,سعد,cefaclor 500mg / cap,cap,بيانات مكتملة
7131,Oracef 100,cefpodoxime,100mg,قرص مغلف,سعد,cefpodoxime 100mg / c-tab,coated-tab,بيانات مكتملة
7132,Oracef 200,cefpodoxime,200mg,قرص مغلف,سعد,cefpodoxime 200mg / c-tab,coated-tab,بيانات مكتملة
7133,Oracef 50,cefpodoxime,50mg,dry-syrup,سعد,cefpodoxime 50mg / 5ml,dry-syrup,بيانات مكتملة
7134,Panamoxy 1000,amoxicillin,1000mg,فيال جاف,سعد,amoxicillin 1000mg / vial,dry-vial,بيانات مكتملة
7135,Panamoxy 250,amoxicillin,250mg,فيال جاف,سعد,amoxicillin 250mg / vial,dry-vial,بيانات مكتملة
7136,Panamoxy 500,amoxicillin,500mg,فيال جاف,سعد,amoxicillin 500mg / vial,dry-vial,بيانات مكتملة
7137,Parabrom,pamabrom + paracetamol,25mg + 500mg,قرص,سعد,pamabrom 25mg+paracetamol 500mg / tab,tab,بيانات مكتملة
7138,Parflam,ibuprofen + paracetamol,100mg + 125mg,شراب,سعد,ibuprofen 100mg+paracetamol 125mg / 5ml,syrup,بيانات مكتملة
7139,Patallerg 1,olopatadine,0.1%,قطرة عينية,سعد,olopatadine 0.1%,eye-drops,بيانات مكتملة
7140,Patallerg 2,olopatadine,0.2%,قطرة عينية,سعد,olopatadine 0.2%,eye-drops,بيانات مكتملة
7141,Pemeflox 400,pefloxacin,400mg,أمبولة,سعد,pefloxacin 400mg / amp,amp,بيانات مكتملة
7142,Phenytoin 250,phenytoin,250mg,أمبولة,سعد,phenytoin 250mg / 5ml,amp,بيانات مكتملة
7143,Pipracillin 1000,piperacillin,1000mg,فيال جاف,سعد,piperacillin 1000mg / vial,dry-vial,بيانات مكتملة
7144,Pipracillin 2000,piperacillin,2000mg,فيال جاف,سعد,piperacillin 2000mg / vial,dry-vial,بيانات مكتملة
7145,Pipracillin 4000,piperacillin,4000mg,فيال جاف,سعد,piperacillin 4000mg / vial,dry-vial,بيانات مكتملة
7146,Pirom 1000,cefpirom 1000mg / dry-vial,,فيال جاف,سعد,cefpirom 1000mg / dry-vial,dry-vial,بيانات مكتملة
7147,Pirom 2000,cefpirom 2000mg / dry-vial,,فيال جاف,سعد,cefpirom 2000mg / dry-vial,dry-vial,بيانات مكتملة
7148,Pirom 500,cefpirom 500mg / dry-vial,,فيال جاف,سعد,cefpirom 500mg / dry-vial,dry-vial,بيانات مكتملة
7149,Plizone 15,pioglitazone,15mg,قرص,سعد,pioglitazone 15mg / tab,tab,بيانات مكتملة
7150,Plizone 30,pioglitazone,30mg,قرص,سعد,pioglitazone 30mg / tab,tab,بيانات مكتملة
7151,Pofen 100,ibuprofen,100mg,معلق,سعد,ibuprofen 100mg / 5ml,susp,بيانات مكتملة
7152,Pofen 200,ibuprofen,200mg,قرص مغلف,سعد,ibuprofen 200mg / c-tab,coated-tab,بيانات مكتملة
7153,Pofen 400,ibuprofen,400mg,قرص مغلف,سعد,ibuprofen 400mg / c-tab,coated-tab,بيانات مكتملة
7154,Pofen 5%,ibuprofen,5%,جل,سعد,ibuprofen 5%,gel,بيانات مكتملة
7155,Pofen 600,ibuprofen,600mg,قرص مغلف,سعد,ibuprofen 600mg / c-tab,coated-tab,بيانات مكتملة
7156,Pofen 800,ibuprofen,800mg,قرص مغلف,سعد,ibuprofen 800mg / c-tab,coated-tab,بيانات مكتملة
7157,Pravastatin 10,pravastatin,10mg,قرص,سعد,pravastatin 10mg / tab,tab,بيانات مكتملة
7158,Pravastatin 20,pravastatin,20mg,قرص,سعد,pravastatin 20mg / tab,tab,بيانات مكتملة
7159,Pravastatin 40,pravastatin,40mg,قرص,سعد,pravastatin 40mg / tab,tab,بيانات مكتملة
7160,Pravastatin 80,pravastatin,80mg,قرص,سعد,pravastatin 80mg / c-tab,tab,بيانات مكتملة
7161,Predlone 20,prednisolone,20mg,قرص,سعد,prednisolone 20mg / tab,tab,بيانات مكتملة
7162,Predlone 25,prednisolone,25mg,أمبولة,سعد,prednisolone 25mg / amp,amp,بيانات مكتملة
7163,Predlone 5,prednisolone,5mg,شراب,سعد,prednisolone 5mg / 5ml,syrup,بيانات مكتملة
7164,Predlone 50,prednisolone,50mg,قرص,سعد,prednisolone 50mg / tab,tab,بيانات مكتملة
7165,Proctosid,lidocaine + tribenoside,2% + 5%,rectal-cream,سعد,lidocaine 2%+tribenoside 5%,rectal-cream,بيانات مكتملة
7166,Promet 25,promethazine,25mg,قرص,سعد,promethazine 25mg / tab,tab,بيانات مكتملة
7167,Protom 40,pantoprazole,40mg,قرص مغلف,سعد,pantoprazole 40mg / tab,coated-tab,بيانات مكتملة
7168,Pulmo Neb 2,salbutamol,2mg,قرص,سعد,salbutamol 2mg / tab,tab,بيانات مكتملة
7169,Pulmo Neb 2.5,salbutamol 2.5mg / flexible-amp,,flexible-amp,سعد,salbutamol 2.5mg / flexible-amp,flexible-amp,بيانات مكتملة
7170,Pulmo Neb 4,salbutamol,4mg,قرص,سعد,salbutamol 4mg / tab,tab,بيانات مكتملة
7171,Revady 10,rivaroxaban,10mg,قرص مغلف,سعد,rivaroxaban 10mg / c-tab,coated-tab,بيانات مكتملة
7172,Revady 15,rivaroxaban,15mg,قرص مغلف,سعد,rivaroxaban 15mg / c-tab,coated-tab,بيانات مكتملة
7173,Revady 2.5,rivaroxaban,2.5mg,قرص مغلف,سعد,rivaroxaban 2.5mg / c-tab,coated-tab,بيانات مكتملة
7174,Revady 20,rivaroxaban,20mg,قرص مغلف,سعد,rivaroxaban 20mg / c-tab,coated-tab,بيانات مكتملة
7175,Rokam 20,piroxicam,20mg,أمبولة,سعد,piroxicam 20mg / amp,amp,بيانات مكتملة
7176,Rosactam 1500,ceftriaxone + sulbactam 500mg / dry-vial,1000mg + ,فيال جاف,سعد,ceftriaxone 1000mg+sulbactam 500mg / dry-vial,dry-vial,بيانات مكتملة
7177,Rosactam 375,ceftriaxone + sulbactam 125mg / dry-vial,250mg + ,فيال جاف,سعد,ceftriaxone 250mg+sulbactam 125mg / dry-vial,dry-vial,بيانات مكتملة
7178,Rosactam 750,ceftriaxone + sulbactam 250mg / dry-vial,500mg + ,فيال جاف,سعد,ceftriaxone 500mg+sulbactam 250mg / dry-vial,dry-vial,بيانات مكتملة
7179,Ross 1000,ceftriaxone 1000mg / dry-vial,,فيال جاف,سعد,ceftriaxone 1000mg / dry-vial,dry-vial,بيانات مكتملة
7180,Ross 2000,ceftriaxone 2000mg / dry-vial,,فيال جاف,سعد,ceftriaxone 2000mg / dry-vial,dry-vial,بيانات مكتملة
7181,Ross 250,ceftriaxone 250mg / dry-vial,,فيال جاف,سعد,ceftriaxone 250mg / dry-vial,dry-vial,بيانات مكتملة
7182,Ross 500,ceftriaxone 500mg / dry-vial,,فيال جاف,سعد,ceftriaxone 500mg / dry-vial,dry-vial,بيانات مكتملة
7183,Serum Glucose 5%,dextrose,5%,serum,سعد,dextrose 5%,serum,بيانات مكتملة
7184,Serum Mixed 5%/0.45%,dextrose + sod.Chloride,5% + 0.45%,serum,سعد,dextrose 5%+sod.Chloride 0.45%,serum,بيانات مكتملة
7185,Slimfort 120,orlistat,120mg,كبسولة,سعد,orlistat 120mg / cap,cap,بيانات مكتملة
7186,Slim Mild 60,orlistat,60mg,كبسولة,سعد,orlistat 60mg / cap,cap,بيانات مكتملة
7187,Sparobest 200,sparfloxacin,200mg,قرص مغلف,سعد,sparfloxacin 200mg / c-tab,coated-tab,بيانات مكتملة
7188,Spranone 25,eplerenone,25mg,قرص مغلف,سعد,eplerenone 25mg / c-tab,coated-tab,بيانات مكتملة
7189,Spranone 50,eplerenone,50mg,قرص مغلف,سعد,eplerenone 50mg / c-tab,coated-tab,بيانات مكتملة
7190,SPrin 100,acetyl Salicylic Acid,100mg,قرص مغلف,سعد,acetyl Salicylic Acid 100mg / c-tab,coated-tab,بيانات مكتملة
7191,SPrin 325,acetyl Salicylic Acid,325mg,قرص مغلف,سعد,acetyl Salicylic Acid 325mg / c-tab,coated-tab,بيانات مكتملة
7192,SPrin 81,acetyl Salicylic Acid,81mg,قرص مغلف,سعد,acetyl Salicylic Acid 81mg / c-tab,coated-tab,بيانات مكتملة
7193,Starnide 120,nateglinide,120mg,قرص مغلف,سعد,nateglinide 120mg / c-tab,coated-tab,بيانات مكتملة
7194,Statizol 0.5%,metronidazole,500mg,فيال,سعد,metronidazole 500mg / vial,vial,بيانات مكتملة
7195,Statizol 0.75%,metronidazole,0.75%,vag-gel,سعد,metronidazole 0.75%,vag-gel,بيانات مكتملة
7196,Statizol 200,metronidazole,200mg,معلق,سعد,metronidazole 200mg / 5ml,susp,بيانات مكتملة
7197,Statizol 250,metronidazole,250mg,قرص,سعد,metronidazole 250mg / tab,tab,بيانات مكتملة
7198,Statizol 500,metronidazole,500mg,قرص,سعد,metronidazole 500mg / tab,tab,بيانات مكتملة
7199,Surfent 10,prasugrel,10mg,قرص مغلف,سعد,prasugrel 10mg / c-tab,coated-tab,بيانات مكتملة
7200,Surfent 5,prasugrel,5mg,قرص مغلف,سعد,prasugrel 5mg / c-tab,coated-tab,بيانات مكتملة
7201,Tazo Plus,piperacillin + tazobactam,4000mg + 500mg,فيال جاف,سعد,piperacillin 4000mg+tazobactam 500mg / vial,dry-vial,بيانات مكتملة
7202,Te Flu 60,oseltamivir,60mg,dry-syrup,سعد,oseltamivir 60mg / 5ml,dry-syrup,بيانات مكتملة
7203,Te Flu 75,oseltamivir,75mg,كبسولة,سعد,oseltamivir 75mg / cap,cap,بيانات مكتملة
