معرف الدواء,اسم الدواء,المواد الفعالة,العيارات,الشكل الصيدلاني,المصنع,التركيب الأصلي,الشكل الأصلي,حالة المصدر
2523,Clandopril,enalapril + H.C.T.Z. ( Hydro Chlor Thia Zide ),10mg + 25mg,قرص,التراميديكا,enalapril 10mg+H.C.T.Z. ( Hydro Chlor Thia Zide ) 25mg / tab,tab,بيانات مكتملة
2524,Clandopril D,enalapril + H.C.T.Z. ( Hydro Chlor Thia Zide ),20mg + 12.5mg,قرص,التراميديكا,enalapril 20mg+H.C.T.Z. ( Hydro Chlor Thia Zide ) 12.5mg / tab,tab,بيانات مكتملة
2525,Clopam 0.5,clonazepam,0.5mg,قرص,التراميديكا,clonazepam 0.5mg / tab,tab,بيانات مكتملة
2526,Clopam 1,clonazepam,1mg,قرص,التراميديكا,clonazepam 1mg / tab,tab,بيانات مكتملة
2527,Clopam 2,clonazepam,2mg,قرص,التراميديكا,clonazepam 2mg / tab,tab,بيانات مكتملة
2528,Crovasc 20,rosuvastatin,20mg,قرص مغلف,التراميديكا,rosuvastatin 20mg / c-tab,coated-tab,بيانات مكتملة
2529,Curanus,fluocinolone + lidocaine,0.01% + 2%,rectal-cream,التراميديكا,fluocinolone 0.01%+lidocaine 2%,rectal-cream,بيانات مكتملة
2530,Damatil 200,sulpiride,200mg,قرص,التراميديكا,sulpiride 200mg / tab,tab,بيانات مكتملة
2531,Damatil 50,sulpiride,50mg,كبسولة,التراميديكا,sulpiride 50mg / cap,cap,بيانات مكتملة
2532,Damloric 100,allopurinol,100mg,قرص,التراميديكا,allopurinol 100mg / tab,tab,بيانات مكتملة
2533,Damloric 300,allopurinol,300mg,قرص,التراميديكا,allopurinol 300mg / tab,tab,بيانات مكتملة
2534,Damprofen 100,ibuprofen,100mg,معلق,التراميديكا,ibuprofen 100mg / 5ml,susp,بيانات مكتملة
2535,Damprofen 200,ibuprofen,200mg,قرص مغلف,التراميديكا,ibuprofen 200mg / c-tab,coated-tab,بيانات مكتملة
2536,Damprofen 400,ibuprofen,400mg,قرص مغلف,التراميديكا,ibuprofen 400mg / c-tab,coated-tab,بيانات مكتملة
2537,Damprofen 600,ibuprofen,600mg,قرص مغلف,التراميديكا,ibuprofen 600mg / c-tab,coated-tab,بيانات مكتملة
2538,Damropax 80,simethicone,80mg,قرص,التراميديكا,simethicone 80mg / tab,tab,بيانات مكتملة
2539,Damvita,calcium + iron + magnesium + multivitamins, +  +  + ,كبسولة,التراميديكا,calcium+iron+magnesium+multivitamins / cap,cap,بيانات مكتملة
2540,Damvita Bones,معادن وفيتامينات لتقوية العظام,,شراب,التراميديكا,معادن وفيتامينات لتقوية العظام,syrup,بيانات مكتملة
2541,Damvita C+Zn,ascorbic Acid + zinc,500mg + 50mg,قرص,التراميديكا,ascorbic Acid 500mg+zinc 50mg / tab,tab,بيانات مكتملة
2542,Damvita Dia Care,betacaroten + biotin + chromium + folic Acid + vit B1 + vit B2 + vit B3 + vit B5 + vit B12 + vit E 18m,2.1mg + 30mg + 0.2mg + 0.3mg + 1.1mg + 1.5mg + 7.5mg + 3mg + 1.5mg + ,كبسولة,التراميديكا,betacaroten 2.1mg+biotin 30mg+chromium 0.2mg+folic Acid 0.3mg+vit B1 1.1mg+vit B2 1.5mg+vit B3 7.5mg+vit B5 3mg+vit B12 1.5mg+vit E 18m,cap,بيانات مكتملة
2543,Damvita Family,multi Vitamis,,قرص مغلف,التراميديكا,multi Vitamis,coated-tab,بيانات مكتملة
2544,Damvita M,calcium + copper + iron + magnesium + multivitamins + zinc, +  +  +  +  + ,قرص مغلف,التراميديكا,calcium+copper+iron+magnesium+multivitamins+zinc / c-tab,coated-tab,بيانات مكتملة
2545,Damvita Osteo Fort,multi Vitamin,,قرص مغلف,التراميديكا,multi Vitamin,coated-tab,بيانات مكتملة
2546,Damvita Pronatal,multi Vitamin,,قرص مغلف,التراميديكا,multi Vitamin,coated-tab,بيانات مكتملة
2547,Damvita Silver Plus,multi Vitamin,,قرص مغلف,التراميديكا,multi Vitamin,coated-tab,بيانات مكتملة
2548,Damvita Vit C,calcium + iron + magnesium + multivitamins + ascorbic Acid, +  +  +  + ,قرص,التراميديكا,calcium+iron+magnesium+multivitamins+ascorbic Acid / 5ml,tab,بيانات مكتملة
2549,Decasone 8,dexamethasone,8mg,أمبولة,التراميديكا,dexamethasone 8mg / amp,amp,بيانات مكتملة
2550,Dermask,azelaic Acid,20%,كريم,التراميديكا,azelaic Acid 20%,cream,بيانات مكتملة
2551,Dermosal,salicylic Acid + sulfanilamide + zinc Oxide / gr, +  + ,كريم,التراميديكا,salicylic Acid+sulfanilamide+zinc Oxide / gr,cream,بيانات مكتملة
2552,Deslomar 2.5,desloratadine,2.5mg,شراب,التراميديكا,desloratadine 2.5mg / 5ml,syrup,بيانات مكتملة
2553,Detro Act 10,bethanechol,10mg,قرص,التراميديكا,bethanechol 10mg / tab,tab,بيانات مكتملة
2554,Detro Act 25,bethanechol,25mg,قرص,التراميديكا,bethanechol 25mg / tab,tab,بيانات مكتملة
2555,Detro Act 5,bethanechol,5mg,قرص,التراميديكا,bethanechol 5mg / tab,tab,بيانات مكتملة
2556,Detro Act 50,bethanechol,50mg,قرص,التراميديكا,bethanechol 50mg / tab,tab,بيانات مكتملة
2557,Diacol 10,empagliflozin,10mg,قرص مغلف,التراميديكا,empagliflozin 10mg / c-tab,coated-tab,بيانات مكتملة
2558,Diacol 25,empagliflozin,25mg,قرص مغلف,التراميديكا,empagliflozin 25mg / c-tab,coated-tab,بيانات مكتملة
2559,Diacolin 10/5,empagliflozin + linagliptin,10mg + 5mg,قرص مغلف,التراميديكا,empagliflozin 10mg+linagliptin 5mg / c-tab,coated-tab,بيانات مكتملة
2560,Diacolin 25/5,empagliflozin + linagliptin,25mg + 5mg,قرص مغلف,التراميديكا,empagliflozin 25mg+linagliptin 5mg / c-tab,coated-tab,بيانات مكتملة
2561,Diacolin Max XR 10/5/1000,empagliflozin + linagliptin + metformin 1000mg / XR-tab,10mg + 5mg + ,XR-tab,التراميديكا,empagliflozin 10mg+linagliptin 5mg+metformin 1000mg / XR-tab,XR-tab,بيانات مكتملة
2562,Diacolin Max XR 12.5/2.5/1000,empagliflozin + linagliptin + metformin 1000mg / XR-tab,12.5mg + 2.5mg + ,XR-tab,التراميديكا,empagliflozin 12.5mg+linagliptin 2.5mg+metformin 1000mg / XR-tab,XR-tab,بيانات مكتملة
2563,Diacolin Max XR 25/5/1000,empagliflozin + linagliptin + metformin 1000mg / XR-tab,25mg + 5mg + ,XR-tab,التراميديكا,empagliflozin 25mg+linagliptin 5mg+metformin 1000mg / XR-tab,XR-tab,بيانات مكتملة
2564,Diacolin Max XR 5/2.5/1000,empagliflozin + linagliptin + metformin 1000mg / XR-tab,5mg + 2.5mg + ,XR-tab,التراميديكا,empagliflozin 5mg+linagliptin 2.5mg+metformin 1000mg / XR-tab,XR-tab,بيانات مكتملة
2565,Diacol Plus 12.5/1000,empagliflozin + metformin,12.5mg + 1000mg,قرص مغلف,التراميديكا,empagliflozin 12.5mg+metformin 1000mg / cap,coated-tab,بيانات مكتملة
2566,Diacol Plus 12.5/500,empagliflozin + metformin,12.5mg + 500mg,قرص مغلف,التراميديكا,empagliflozin 12.5mg+metformin 500mg / cap,coated-tab,بيانات مكتملة
2567,Diacol Plus 5/1000,empagliflozin + metformin,5mg + 1000mg,قرص مغلف,التراميديكا,empagliflozin 5mg+metformin 1000mg / cap,coated-tab,بيانات مكتملة
2568,Diacol Plus 5/500,empagliflozin + metformin,5mg + 500mg,قرص مغلف,التراميديكا,empagliflozin 5mg+metformin 500mg / cap,coated-tab,بيانات مكتملة
2569,Diacol Plus XR 1000/10,empagliflozin + metformin,10mg + 1000mg,XR-tab,التراميديكا,empagliflozin 10mg+metformin 1000mg / cap,XR-tab,بيانات مكتملة
2570,Diacol Plus XR 1000/12.5,empagliflozin + metformin,12.5mg + 1000mg,XR-tab,التراميديكا,empagliflozin 12.5mg+metformin 1000mg / cap,XR-tab,بيانات مكتملة
2571,Diacol Plus XR 1000/25,empagliflozin + metformin,25mg + 1000mg,XR-tab,التراميديكا,empagliflozin 25mg+metformin 1000mg / cap,XR-tab,بيانات مكتملة
2572,Diacol Plus XR 1000/5,empagliflozin + metformin,5mg + 1000mg,XR-tab,التراميديكا,empagliflozin 5mg+metformin 1000mg / cap,XR-tab,بيانات مكتملة
2573,Diclo Pinda 1.16%,diclofenacdi Ethyl Ammonium,1.16%,جل,التراميديكا,diclofenacdi Ethyl Ammonium 1.16%,gel,بيانات مكتملة
2574,Diclo Pinda 100,diclofenac Sodium,100mg,تحاميل,التراميديكا,diclofenac Sodium 100mg / supp,supp,بيانات مكتملة
2575,Diclo Pinda 12.5,diclofenac Sodium,12.5mg,تحاميل,التراميديكا,diclofenac Sodium 12.5mg / supp,supp,بيانات مكتملة
2576,Diclo Pinda 2.32%,diclofenacdi Ethyl Ammonium,2.32%,جل,التراميديكا,diclofenacdi Ethyl Ammonium 2.32%,gel,بيانات مكتملة
2577,Diclo Pinda 25,diclofenac Sodium,25mg,تحاميل,التراميديكا,diclofenac Sodium 25mg / supp,supp,بيانات مكتملة
2578,Diclo Pinda 50,diclofenac Sodium,50mg,تحاميل,التراميديكا,diclofenac Sodium 50mg / supp,supp,بيانات مكتملة
2579,Diclopinda 75,diclofenac Sodium,75mg / 3ml,أمبولة,التراميديكا,diclofenac Sodium 75mg / 3ml,amp,بيانات مكتملة
2580,Diclo Pinda K 50,diclofenac Potassium,50mg,قرص مغلف,التراميديكا,diclofenac Potassium 50mg / c-tab,coated-tab,بيانات مكتملة
2581,Diclo Pinda XL 100,diclofenac Sodium,100mg,قرص مغلف,التراميديكا,diclofenac Sodium 100mg / c-tab,coated-tab,بيانات مكتملة
2582,Diet Slim 120,orlistat,120mg,كبسولة,التراميديكا,orlistat 120mg / cap,cap,بيانات مكتملة
2583,Diet Slim 60,orlistat,60mg,كبسولة,التراميديكا,orlistat 60mg / cap,cap,بيانات مكتملة
2584,Difladerm,titanium Dioxide + zinc Oxide,4.5% + 3.5%,كريم,التراميديكا,titanium Dioxide 4.5%+zinc Oxide 3.5%,cream,بيانات مكتملة
2585,Dill Water,dill Water + sodium Bi Carbonate,52.5mg + 2.25mg,شراب,التراميديكا,dill Water 52.5mg+sodium Bi Carbonate 2.25mg / 5ml,syrup,بيانات مكتملة
2586,Dolo Care Extra,caffeine + paracetamol,35mg + 500mg,قرص,التراميديكا,caffeine 35mg+paracetamol 500mg / tab,tab,بيانات مكتملة
2587,Dolonel 100,tramadol 100mg / aml,,أمبولة,التراميديكا,tramadol 100mg / aml,amp,بيانات مكتملة
2588,Emeda 300,epimedium,300mg,كبسولة,التراميديكا,epimedium 300mg / cap,cap,بيانات مكتملة
2589,Enulose 3330,lactulose,3330mg,شراب,التراميديكا,lactulose 3330mg / 5ml,syrup,بيانات مكتملة
2590,Eso Protocol 20,esomeprazole,20mg,كبسولة,التراميديكا,esomeprazole 20mg / cap,cap,بيانات مكتملة
2591,Eso Protocol 40,esomeprazole,40mg,كبسولة,التراميديكا,esomeprazole 40mg / cap,cap,بيانات مكتملة
2592,Etogil 490,thyme Extract,490mg,شراب,التراميديكا,thyme Extract 490mg / 5ml,syrup,بيانات مكتملة
2593,Fedron,paracetamol + phenylephrine,325mg + 5mg,قرص مغلف,التراميديكا,paracetamol 325mg+phenylephrine 5mg / c-tab,coated-tab,بيانات مكتملة
2594,Fedron Plus,guaifenesin + paracetamol + phenylephrine,50mg + 125mg + 2.5mg,شراب,التراميديكا,guaifenesin 50mg+paracetamol 125mg+phenylephrine 2.5mg / 5ml,syrup,بيانات مكتملة
2595,Fibrocard 5,verapamil,5mg,أمبولة,التراميديكا,verapamil 5mg / amp,amp,بيانات مكتملة
2596,Flactor 2.5,apixaban,2.5mg,قرص مغلف,التراميديكا,apixaban 2.5mg / c-tab,coated-tab,بيانات مكتملة
2597,Flactor 5,apixaban,5mg,قرص مغلف,التراميديكا,apixaban 5mg / c-tab,coated-tab,بيانات مكتملة
2598,Flancogyl 200,metronidazole,200mg,معلق,التراميديكا,metronidazole 200mg / 5ml,susp,بيانات مكتملة
2599,Flancogyl 250,metronidazole,250mg,قرص مغلف,التراميديكا,metronidazole 250mg / c-tab,coated-tab,بيانات مكتملة
2600,Flancogyl 500,metronidazole,500mg,قرص مغلف,التراميديكا,metronidazole 500mg / c-tab,coated-tab,بيانات مكتملة
2601,Foliron 12,ferrous Citrate + folic Acid + vit B12,200mg + 1.5mg + 0.050mg,شراب,التراميديكا,ferrous Citrate 200mg+folic Acid 1.5mg+vit B12 0.050mg / 5ml,syrup,بيانات مكتملة
2602,Fusidam 2%,fusidic Acid,2%,كريم,التراميديكا,fusidic Acid 2%,cream,بيانات مكتملة
2603,Fusidam Cort,betamethasone + fusidic Acid,0.1% + 2%,كريم,التراميديكا,betamethasone 0.1%+fusidic Acid 2%,cream,بيانات مكتملة
2604,Gliptin 100,sitagliptin,100mg,قرص مغلف,التراميديكا,sitagliptin 100mg / c-tab,coated-tab,بيانات مكتملة
2605,Gliptin 50,sitagliptin,50mg,قرص مغلف,التراميديكا,sitagliptin 50mg / c-tab,coated-tab,بيانات مكتملة
2606,Gly Free 10,glipizide,10mg,قرص مغلف,التراميديكا,glipizide 10mg / c-tab,coated-tab,بيانات مكتملة
2607,Gly Free 2.5,glipizide,2.5mg,قرص مغلف,التراميديكا,glipizide 2.5mg / c-tab,coated-tab,بيانات مكتملة
2608,Gly Free 5,glipizide,5mg,قرص مغلف,التراميديكا,glipizide 5mg / c-tab,coated-tab,بيانات مكتملة
2609,Grandapen 2.5,naratriptan,2.5mg,قرص مغلف,التراميديكا,naratriptan 2.5mg / c-tab,coated-tab,بيانات مكتملة
2610,Hair Care,calcium D-Pantothate(vit B5) + keratin + L-Cystine + para Amino Benzoic Acid + thiamine + yeast,60mg + 20mg + 20mg + 20mg + 60mg + 100mg,كبسولة,التراميديكا,calcium D-Pantothate(vit B5) 60mg+keratin 20mg+L-Cystine 20mg+para Amino Benzoic Acid 20mg+thiamine 60mg+yeast 100mg / cap,cap,بيانات مكتملة
2611,Helarband,aloe + lupinus Albus + menta Piperita + rubia Tinctoria,107mg + 107mg + 85mg + 53.3mg,تحاميل,التراميديكا,aloe 107mg+lupinus Albus 107mg+menta Piperita 85mg+rubia Tinctoria 53.3mg / supp,supp,بيانات مكتملة
2612,Hyomax 20,hyoscine 20mg / ml,,أمبولة,التراميديكا,hyoscine 20mg / ml,amp,بيانات مكتملة
2613,Ichtasol,ichthammol + sulfanilamide,7.5% + 8%,مرهم,التراميديكا,ichthammol 7.5%+sulfanilamide 8%,oint,بيانات مكتملة
2614,Kerni 10,finerenone,10mg,قرص مغلف,التراميديكا,finerenone 10mg / c-tab,coated-tab,بيانات مكتملة
2615,Kerni 20,finerenone,20mg,قرص مغلف,التراميديكا,finerenone 20mg / c-tab,coated-tab,بيانات مكتملة
2616,Lazjet 40,furosemide,40mg,أمبولة,التراميديكا,furosemide 40mg / amp,amp,بيانات مكتملة
2617,Lenam 10,chlordiazepoxide,10mg,كبسولة,التراميديكا,chlordiazepoxide 10mg / cap,cap,بيانات مكتملة
2618,Lenam 25,chlordiazepoxide,25mg,كبسولة,التراميديكا,chlordiazepoxide 25mg / cap,cap,بيانات مكتملة
2619,Lenam 5,chlordiazepoxide,5mg,كبسولة,التراميديكا,chlordiazepoxide 5mg / cap,cap,بيانات مكتملة
2620,Levobest 250,levofloxacin,250mg,قرص,التراميديكا,levofloxacin 250mg / tab,tab,بيانات مكتملة
2621,Levobest 500,levofloxacin,500mg,قرص,التراميديكا,levofloxacin 500mg / tab,tab,بيانات مكتملة
2622,Levobest 750,levofloxacin,750mg,قرص,التراميديكا,levofloxacin 750mg / tab,tab,بيانات مكتملة
2623,Levonda 5,levocetirizine,5mg,قرص مغلف,التراميديكا,levocetirizine 5mg / c-tab,coated-tab,بيانات مكتملة
2624,Londalop 1,pitavastatin,1mg,قرص مغلف,التراميديكا,pitavastatin 1mg / c-tab,coated-tab,بيانات مكتملة
2625,Londalop 2,pitavastatin,2mg,قرص مغلف,التراميديكا,pitavastatin 2mg / c-tab,coated-tab,بيانات مكتملة
2626,Londalop 4,pitavastatin,4mg,قرص مغلف,التراميديكا,pitavastatin 4mg / c-tab,coated-tab,بيانات مكتملة
2627,Lopacon,loperamide + simethicone 125mg / chew-tab,2mg + ,قرص للمضغ,التراميديكا,loperamide 2mg+simethicone 125mg / chew-tab,chew-tab,بيانات مكتملة
2628,Lozitop 1%,luliconazole,1%,كريم,التراميديكا,luliconazole 1%,cream,بيانات مكتملة
2629,Maxfil 10,vardenafil,10mg,dispers-tab,التراميديكا,vardenafil 10mg / c-tab,dispers-tab,بيانات مكتملة
2630,Maxfil 20,vardenafil,20mg,dispers-tab,التراميديكا,vardenafil 20mg / c-tab,dispers-tab,بيانات مكتملة
2631,Mecovil12,mecobalamine,0.5mg,أمبولة,التراميديكا,mecobalamine 0.5mg / amp,amp,بيانات مكتملة
2632,Metagliptin 1000,metformin + sitagliptin,1000mg + 50mg,قرص مغلف,التراميديكا,metformin 1000mg+sitagliptin 50mg / tab,coated-tab,بيانات مكتملة
2633,Metagliptin 500,metformin + sitagliptin,500mg + 50mg,قرص مغلف,التراميديكا,metformin 500mg+sitagliptin 50mg / tab,coated-tab,بيانات مكتملة
2634,Metagliptin XR 100/1000,metformin + sitagliptin 100mg / XR-tab,1000mg + ,XR-tab,التراميديكا,metformin 1000mg+sitagliptin 100mg / XR-tab,XR-tab,بيانات مكتملة
2635,Metagliptin XR 50/1000,metformin + sitagliptin 50mg / XR-tab,1000mg + ,XR-tab,التراميديكا,metformin 1000mg+sitagliptin 50mg / XR-tab,XR-tab,بيانات مكتملة
2636,Metobloc 5,metoprolol,5mg,أمبولة,التراميديكا,metoprolol 5mg / amp,amp,بيانات مكتملة
2637,Metovom 10,metoclopramide,10mg,أمبولة,التراميديكا,metoclopramide 10mg / amp,amp,بيانات مكتملة
2638,Micoprogel,metronidazole + miconazole 100mg / ovule,500mg + ,بويضة مهبلية,التراميديكا,metronidazole 500mg+miconazole 100mg / ovule,ovule,بيانات مكتملة
2639,Micoprogel Fort,metronidazole + miconazole 200mg / ovule,750mg + ,بويضة مهبلية,التراميديكا,metronidazole 750mg+miconazole 200mg / ovule,ovule,بيانات مكتملة
2640,Multiflex 500,Rosa Canina 500mg / cap ورد السياج,,كبسولة,التراميديكا,Rosa Canina 500mg / cap ورد السياج,cap,بيانات مكتملة
2641,Nazo Ject,phenylephrine + promethazine,5mg + 6.25mg,شراب,التراميديكا,phenylephrine 5mg+promethazine 6.25mg / 5ml,syrup,بيانات مكتملة
2642,Nebroget,thiamine + vit B6 + vit B12,100mg + 100mg + 1mg,أمبولة,التراميديكا,thiamine 100mg+vit B6 100mg+vit B12 1mg / amp,amp,بيانات مكتملة
2643,Newfranil 10,clomipramine,10mg,كبسولة,التراميديكا,clomipramine 10mg / cap,cap,بيانات مكتملة
2644,Newfranil 25,clomipramine,25mg,كبسولة,التراميديكا,clomipramine 25mg / cap,cap,بيانات مكتملة
2645,Newfranil 50,clomipramine,50mg,كبسولة,التراميديكا,clomipramine 50mg / cap,cap,بيانات مكتملة
2646,Newfranil 75,clomipramine,75mg,كبسولة,التراميديكا,clomipramine 75mg / cap,cap,بيانات مكتملة
2647,Newgesal,camphor + capsicum + menthol + methylsalicylate 4mg / gr,40mg + 0.35mg + 20mg + ,كريم,التراميديكا,camphor 40mg+capsicum 0.35mg+menthol 20mg+methylsalicylate 4mg / gr,cream,بيانات مكتملة
2648,New Nebroget,thiamine + vit B6 + vit B12,100mg + 100mg + 0.1mg,كبسولة,التراميديكا,thiamine 100mg+vit B6 100mg+vit B12 0.1mg / cap,cap,بيانات مكتملة
2649,New Rondic,cetirizine + paracetamol + phenylephrine,2mg + 125mg + 5mg,شراب,التراميديكا,cetirizine 2mg+paracetamol 125mg+phenylephrine 5mg / 5ml,syrup,بيانات مكتملة
2650,Nibo Skin,betacetosterol + dexoanthenol + honey + vit A + vit D / 1gr, +  +  +  + ,كريم,التراميديكا,betacetosterol +dexoanthenol +honey +vit A +vit D / 1gr,cream,بيانات مكتملة
2651,Nilocan 100,flurbiprofen,100mg,تحاميل,التراميديكا,flurbiprofen 100mg / supp,supp,بيانات مكتملة
2652,Norkand 10/2.5,amlodipine + benazepril,2.5mg + 10mg,كبسولة,التراميديكا,amlodipine 2.5mg+benazepril 10mg / cap,cap,بيانات مكتملة
2653,Norkand 10/5,amlodipine + benazepril,5mg + 10mg,كبسولة,التراميديكا,amlodipine 5mg+benazepril 10mg / cap,cap,بيانات مكتملة
2654,Norkand 20/5,amlodipine + benazepril,5mg + 20mg,كبسولة,التراميديكا,amlodipine 5mg+benazepril 20mg / cap,cap,بيانات مكتملة
2655,Norkand Fort,amlodipine + benazepril,10mg + 20mg,كبسولة,التراميديكا,amlodipine 10mg+benazepril 20mg / cap,cap,بيانات مكتملة
2656,Norpalin 2,nor Adrenaline,2mg,أمبولة,التراميديكا,nor Adrenaline 2mg / amp,amp,بيانات مكتملة
2657,Norpalin 4,nor Adrenaline,4mg,أمبولة,التراميديكا,nor Adrenaline 4mg / amp,amp,بيانات مكتملة
2658,Nystacort,chlorhexidine + dexamethasone + nystatin 100000i.u. / gr,11.5mg + 1mg + ,كريم,التراميديكا,chlorhexidine 11.5mg+dexamethasone 1mg+nystatin 100000i.u. / gr,cream,بيانات مكتملة
2659,Opti Lip 10,atorvastatin,10mg,قرص مغلف,التراميديكا,atorvastatin 10mg / c-tab,coated-tab,بيانات مكتملة
2660,Opti Lip 20,atorvastatin,20mg,قرص مغلف,التراميديكا,atorvastatin 20mg / c-tab,coated-tab,بيانات مكتملة
2661,Opti Lip 40,atorvastatin,40mg,قرص مغلف,التراميديكا,atorvastatin 40mg / c-tab,coated-tab,بيانات مكتملة
2662,Orphilexa,orphenadrine + paracetamol,35mg + 450mg,قرص,التراميديكا,orphenadrine 35mg+paracetamol 450mg / tab,tab,بيانات مكتملة
2663,Orphipal,acetyl Salicylic Acid + caffeine + orphenadrine,385mg + 30mg + 25mg,قرص,التراميديكا,acetyl Salicylic Acid 385mg+caffeine 30mg+orphenadrine 25mg / tab,tab,بيانات مكتملة
2664,Peldinar,vit A + vit E,30000i.u. + 70mg,قرص مغلف,التراميديكا,vit A 30000i.u.+vit E 70mg / c-tab,coated-tab,بيانات مكتملة
2665,Pino 10%,benzoylperoxide,10%,جل,التراميديكا,benzoylperoxide 10%,gel,بيانات مكتملة
2666,Pino 5%,benzoylperoxide,5%,جل,التراميديكا,benzoylperoxide 5%,gel,بيانات مكتملة
2667,Potassium Chloride 15%,potassium Chloride,15%,أمبولة,التراميديكا,potassium Chloride 15%,amp,بيانات مكتملة
2668,Prandosin 4,silodosin,4mg,كبسولة,التراميديكا,silodosin 4mg / cap,cap,بيانات مكتملة
2669,Prandosin 8,silodosin,8mg,كبسولة,التراميديكا,silodosin 8mg / cap,cap,بيانات مكتملة
2670,Provastil,dimetindene 1mg / ml,,قطرات فموية,التراميديكا,dimetindene 1mg / ml,oral-drops,بيانات مكتملة
2671,Rebond,glucos Amine + manganese + silicon + turmeric Extract + ascorbic Acid,500mg + 1.25mg + 0.75mg + 125mg + 75mg,قرص,التراميديكا,glucos Amine 500mg+manganese 1.25mg+silicon 0.75mg+turmeric Extract 125mg+ascorbic Acid 75mg / tab,tab,بيانات مكتملة
2672,Rect Adult,guaifenesin + oxomemazine + paracetamol + sodium Benzoate,133mg + 6.6mg + 133mg + 133mg,تحاميل,التراميديكا,guaifenesin 133mg+oxomemazine 6.6mg+paracetamol 133mg+sodium Benzoate 133mg / supp,supp,بيانات مكتملة
2673,Rect child,guaifenesin + oxomemazine + paracetamol + sodium Benzoate,66.6mg + 3.3mg + 66.6mg + 66.6mg,تحاميل,التراميديكا,guaifenesin 66.6mg+oxomemazine 3.3mg+paracetamol 66.6mg+sodium Benzoate 66.6mg / supp,supp,بيانات مكتملة
2674,Resleep 2,melatonine,2mg,قرص مغلف,التراميديكا,melatonine 2mg / c-tab,coated-tab,بيانات مكتملة
