معرف الدواء,اسم الدواء,المواد الفعالة,العيارات,الشكل الصيدلاني,المصنع,التركيب الأصلي,الشكل الأصلي,حالة المصدر
2019,Trimipril Plus 10/12.5,H.C.T.Z. ( Hydro Chlor Thia Zide ) + ramipril,12.5mg + 10mg,قرص,اسيا,H.C.T.Z. ( Hydro Chlor Thia Zide ) 12.5mg+ramipril 10mg / tab,tab,بيانات مكتملة
2020,Trimipril Plus 2.5/12.5,H.C.T.Z. ( Hydro Chlor Thia Zide ) + ramipril,12.5mg + 2.5mg,قرص,اسيا,H.C.T.Z. ( Hydro Chlor Thia Zide ) 12.5mg+ramipril 2.5mg / tab,tab,بيانات مكتملة
2021,Trimipril Plus 5/12.5,H.C.T.Z. ( Hydro Chlor Thia Zide ) + ramipril,12.5mg + 5mg,قرص,اسيا,H.C.T.Z. ( Hydro Chlor Thia Zide ) 12.5mg+ramipril 5mg / tab,tab,بيانات مكتملة
2022,Triptan 25,sumatriptan,25mg,قرص مغلف,اسيا,sumatriptan 25mg / c-tab,coated-tab,بيانات مكتملة
2023,Triptan 50,sumatriptan,50mg,قرص مغلف,اسيا,sumatriptan 50mg / c-tab,coated-tab,بيانات مكتملة
2024,Triptan 6,sumatriptan,6mg,فيال,اسيا,sumatriptan 6mg / vial,vial,بيانات مكتملة
2025,Triptan Plus 10/60,naproxen + sumatriptan,60mg + 10mg,قرص مغلف,اسيا,naproxen 60mg+sumatriptan 10mg / cap,coated-tab,بيانات مكتملة
2026,Triptan Plus 85/500,naproxen + sumatriptan,500mg + 85mg,قرص مغلف,اسيا,naproxen 500mg+sumatriptan 85mg / cap,coated-tab,بيانات مكتملة
2027,Trizyme,amylase + lipase + protease,10000i.u. + 800i.u. + 10000i.u.,قرص مغلف,اسيا,amylase 10000i.u.+lipase 800i.u.+protease 10000i.u. / c-tab,coated-tab,بيانات مكتملة
2028,Tullin Cold&Cough,guaifenesin + paracetamol + phenylephrine,100mg + 162mg + 2.5mg,معلق,اسيا,guaifenesin 100mg+paracetamol 162mg+phenylephrine 2.5mg / 5ml,susp,بيانات مكتملة
2029,Tullin Cold&Flu,chlorpheniramine + paracetamol + phenylephrine,1mg + 160mg + 2.5mg,معلق,اسيا,chlorpheniramine 1mg+paracetamol 160mg+phenylephrine 2.5mg / 5ml,susp,بيانات مكتملة
2030,Tullin Cough,chlorpheniramine + paracetamol + dextromethorphan,2mg + 500mg + 15mg,قرص مغلف,اسيا,chlorpheniramine 2mg+paracetamol 500mg+dextromethorphan 15mg / c-tab,coated-tab,بيانات مكتملة
2031,Tullin D,chlorpheniramine + dextromethorphan + paracetamol + pseudoephedrine 30mg / gel-cap,2mg + 10mg + 325mg + ,كبسولة هلامية,اسيا,chlorpheniramine 2mg+dextromethorphan 10mg+paracetamol 325mg+pseudoephedrine 30mg / gel-cap,gel-cap,بيانات مكتملة
2032,Tullin Extra,chlorpheniramine + dextromethorphan + paracetamol + Phenylephrine,2mg + 10mg + 325mg + 5mg,قرص مغلف,اسيا,chlorpheniramine 2mg+dextromethorphan 10mg+paracetamol 325mg+Phenylephrine 5mg / c-tab,coated-tab,بيانات مكتملة
2033,Tullin Sinus,dextromethorphan + paracetamol + Phenylephrine 5mg / gel-cap,10mg + 325mg + ,كبسولة هلامية,اسيا,dextromethorphan 10mg+paracetamol 325mg+Phenylephrine 5mg / gel-cap,gel-cap,بيانات مكتملة
2034,Turinal 5,allylestrenol,5mg,قرص,اسيا,allylestrenol 5mg / tab,tab,بيانات مكتملة
2035,Ultracef 125,cephradine,125mg,dry-syrup,اسيا,cephradine 125mg / 5ml,dry-syrup,بيانات مكتملة
2036,Ultracef 250,cephradine,250mg,كبسولة,اسيا,cephradine 250mg / cap,cap,بيانات مكتملة
2037,Ultracef 500,cephradine,500mg,كبسولة,اسيا,cephradine 500mg / cap,cap,بيانات مكتملة
2038,Ultravit,calcium + thiamine + vit B2 + vit B6 + ascorbic Acid + vit PP + calcium,10mg + 10mg + 5mg + 5mg + 50mg + 20mg + 10mg,قرص مغلف,اسيا,calcium 10mg+thiamine 10mg+vit B2 5mg+vit B6 5mg+ascorbic Acid 50mg+vit PP 20mg+calcium 10mg / c-tab,coated-tab,بيانات مكتملة
2039,Ultravit Fort,thiamine + vit B2 + vit B6 + ascorbic Acid + vit PP,20mg + 10mg + 10mg + 100mg + 40mg,قرص مغلف,اسيا,thiamine 20mg+vit B2 10mg+vit B6 10mg+ascorbic Acid 100mg+vit PP 40mg / c-tab,coated-tab,بيانات مكتملة
2040,Ultravit M,calcium + iron + magnesium + thiamine + vit B2 + vit B6 + vit PP + ascorbic Acid + zinc, +  +  +  +  +  +  +  + ,قرص مغلف,اسيا,calcium+iron+magnesium+thiamine+vit B2+vit B6+vit PP+ascorbic Acid+zinc / c-tab,coated-tab,بيانات مكتملة
2041,Utrosterone 100,progesterone,100mg,أمبولة,اسيا,progesterone 100mg / amp,amp,بيانات مكتملة
2042,Utrosterone 200,progesterone 200mg / soft-cap,,كبسولة هلامية,اسيا,progesterone 200mg / soft-cap,gel-cap,بيانات مكتملة
2043,Utrosterone 300,progesterone 300mg / soft-cap,,كبسولة هلامية,اسيا,progesterone 300mg / soft-cap,gel-cap,بيانات مكتملة
2044,Utrosterone 400,progesterone 400mg / soft-cap,,كبسولة هلامية,اسيا,progesterone 400mg / soft-cap,gel-cap,بيانات مكتملة
2045,Utrosterone 50,progesterone,50mg,أمبولة,اسيا,progesterone 50mg / amp,amp,بيانات مكتملة
2046,Utrosterone OH 250,hydroxyprogesterone,250mg,أمبولة,اسيا,hydroxyprogesterone 250mg / amp,amp,بيانات مكتملة
2047,Utrosterone OH 500,hydroxyprogesterone,500mg,أمبولة,اسيا,hydroxyprogesterone 500mg / amp,amp,بيانات مكتملة
2048,Valsartan Plus 160/12.5,H.C.T.Z. ( Hydro Chlor Thia Zide ) + valsartan,12.5mg + 160mg,قرص مغلف,اسيا,H.C.T.Z. ( Hydro Chlor Thia Zide ) 12.5mg+valsartan 160mg / c-tab,coated-tab,بيانات مكتملة
2049,Valsartan Plus 80,H.C.T.Z. ( Hydro Chlor Thia Zide ) + valsartan,12.5mg + 80mg,قرص مغلف,اسيا,H.C.T.Z. ( Hydro Chlor Thia Zide ) 12.5mg+valsartan 80mg / c-tab,coated-tab,بيانات مكتملة
2050,Vazo 400,pentoxifylline 400mg / SR-tab,,SR-tab,اسيا,pentoxifylline 400mg / SR-tab,SR-tab,بيانات مكتملة
2051,Vega 100,sildenafil,100mg,قرص,اسيا,sildenafil 100mg / tab,tab,بيانات مكتملة
2052,Vega 50,sildenafil,50mg,قرص,اسيا,sildenafil 50mg / tab,tab,بيانات مكتملة
2053,Vertiserc 16,betahistine,16mg,قرص,اسيا,betahistine 16mg / tab,tab,بيانات مكتملة
2054,Vertiserc 24,betahistine,24mg,قرص,اسيا,betahistine 24mg / tab,tab,بيانات مكتملة
2055,Vertiserc 8,betahistine,8mg,قرص,اسيا,betahistine 8mg / tab,tab,بيانات مكتملة
2056,Vigly 50,vildagliptin,50mg,قرص,اسيا,vildagliptin 50mg / tab,tab,بيانات مكتملة
2057,Viraxovir 200,acyclovir,200mg,كبسولة,اسيا,acyclovir 200mg / cap,cap,بيانات مكتملة
2058,Vita A 50000,vit A 50000i.u. / soft-cap,,كبسولة هلامية,اسيا,vit A 50000i.u. / soft-cap,gel-cap,بيانات مكتملة
2059,Vita D 1000,"vit D3 ( cholecalciferol ) 1,000i.u. / soft-cap",,كبسولة هلامية,اسيا,"vit D3 ( cholecalciferol ) 1,000i.u. / soft-cap",gel-cap,بيانات مكتملة
2060,Vita D 10000,"vit D3 ( cholecalciferol ) 10,000i.u. / soft-cap",,كبسولة هلامية,اسيا,"vit D3 ( cholecalciferol ) 10,000i.u. / soft-cap",gel-cap,بيانات مكتملة
2061,Vita D 5000,"vit D3 ( cholecalciferol ) 5,000i.u. / soft-cap",,كبسولة هلامية,اسيا,"vit D3 ( cholecalciferol ) 5,000i.u. / soft-cap",gel-cap,بيانات مكتملة
2062,Vita D 50000,"vit D3 ( cholecalciferol ) 50,000i.u. / soft-cap",,كبسولة هلامية,اسيا,"vit D3 ( cholecalciferol ) 50,000i.u. / soft-cap",gel-cap,بيانات مكتملة
2063,Vita E 100,vit E,100mg,قرص مغلف,اسيا,vit E 100mg / c-tab,coated-tab,بيانات مكتملة
2064,Vita E oil 1000,"vit E 1,000mg / gel-cap",,كبسولة هلامية,اسيا,"vit E 1,000mg / gel-cap",gel-cap,بيانات مكتملة
2065,Vita E oil 400,vit E 400mg / gel-cap,,كبسولة هلامية,اسيا,vit E 400mg / gel-cap,gel-cap,بيانات مكتملة
2066,Vitagon,vit A + vit E 70mg / chew-tab,30000i.u. + ,قرص للمضغ,اسيا,vit A 30000i.u.+vit E 70mg / chew-tab,chew-tab,بيانات مكتملة
2067,Vitamin B1 300,thiamine,300mg,قرص,اسيا,thiamine 300mg / tab,tab,بيانات مكتملة
2068,Vitamin Bcomplex,dexpanthenol + thiamine + vit B5 + vit B6 + vit PP,6mg + 10mg + 5.47mg + 4mg + 40mg,أمبولة,اسيا,dexpanthenol 6mg+thiamine 10mg+vit B5 5.47mg+vit B6 4mg+vit PP 40mg,amp,بيانات مكتملة
2069,Vitamin C 500,ascorbic Acid 500mg / eff-tab,,قرص فوار,اسيا,ascorbic Acid 500mg / eff-tab,eff-tab,بيانات مكتملة
2070,Vitaneurin Fort,thiamine + vit B6 + vit B12,100mg + 100mg + 1mg,أمبولة,اسيا,thiamine 100mg+vit B6 100mg+vit B12 1mg / amp,amp,بيانات مكتملة
2071,Voltarile 100,diclofenac Sodium,100mg,تحاميل,اسيا,diclofenac Sodium 100mg / supp,supp,بيانات مكتملة
2072,Voltarile 12.5,diclofenac Sodium,12.5mg,تحاميل,اسيا,diclofenac Sodium 12.5mg / supp,supp,بيانات مكتملة
2073,Voltarile 25,diclofenac Sodium,25mg,قرص مغلف,اسيا,diclofenac Sodium 25mg / c-tab,coated-tab,بيانات مكتملة
2074,Voltarile 50,diclofenac Sodium,50mg,قرص مغلف,اسيا,diclofenac Sodium 50mg / c-tab,coated-tab,بيانات مكتملة
2075,Voltarile 75,diclofenac Sodium,75mg,أمبولة,اسيا,diclofenac Sodium 75mg / amp,amp,بيانات مكتملة
2076,Voltarile emulgel 1%,diclofenac Di Ethyl Ammonium,1.16%,جل,اسيا,diclofenac Di Ethyl Ammonium 1.16%,gel,بيانات مكتملة
2077,Voltarile Forte emulgel 2%,diclofenac Di Ethyl Ammonium,2.32%,جل,اسيا,diclofenac Di Ethyl Ammonium 2.32%,gel,بيانات مكتملة
2078,Voltarile K 25,diclofenac Potassium,25mg,كبسولة هلامية,اسيا,diclofenac Potassium 25mg / c-tab,gel-cap,بيانات مكتملة
2079,Voltarile K 50,diclofenac Potassium,50mg,قرص مغلف,اسيا,diclofenac Potassium 50mg / c-tab,coated-tab,بيانات مكتملة
2080,Voltarile SR 100,diclofenac Sodium 100mg / SR-tab,,SR-tab,اسيا,diclofenac Sodium 100mg / SR-tab,SR-tab,بيانات مكتملة
2081,Vomigo 16,ondansetron,16mg,تحاميل,اسيا,ondansetron 16mg / supp,supp,بيانات مكتملة
2082,Vomigo 4,ondansetron,4mg,أمبولة,اسيا,ondansetron 4mg / amp,amp,بيانات مكتملة
2083,Vomigo 8,ondansetron,8mg,أمبولة,اسيا,ondansetron 8mg / amp,amp,بيانات مكتملة
2084,Wantex,anethol + borneol + camphor + cineole + fenchone + pinene 31mg / soft-cap,1mg + 10mg + 15mg + 3mg + 4mg + ,كبسولة هلامية,اسيا,anethol 1mg+borneol 10mg+camphor 15mg+cineole 3mg+fenchone 4mg+pinene 31mg / soft-cap,gel-cap,بيانات مكتملة
2085,Zar 160,valsartan,160mg,قرص مغلف,اسيا,valsartan 160mg / c-tab,coated-tab,بيانات مكتملة
2086,Zar 40,valsartan,40mg,قرص مغلف,اسيا,valsartan 40mg / c-tab,coated-tab,بيانات مكتملة
2087,Zar 80,valsartan,80mg,قرص مغلف,اسيا,valsartan 80mg / c-tab,coated-tab,بيانات مكتملة
2088,Zaresto 100,sacubitril + valsartan,48.6mg + 51.4mg,قرص مغلف,اسيا,sacubitril 48.6mg+valsartan 51.4mg / c-tab,coated-tab,بيانات مكتملة
2089,Zaresto 200,sacubitril + valsartan,97.2mg + 102.8mg,قرص مغلف,اسيا,sacubitril 97.2mg+valsartan 102.8mg / c-tab,coated-tab,بيانات مكتملة
2090,Zaresto 50,sacubitril + valsartan,24.3mg + 25.7mg,قرص مغلف,اسيا,sacubitril 24.3mg+valsartan 25.7mg / c-tab,coated-tab,بيانات مكتملة
2091,Zar Plus 160/12.5,H.C.T.Z. ( Hydro Chlor Thia Zide ) + valsartan,12.5mg + 160mg,قرص مغلف,اسيا,H.C.T.Z. ( Hydro Chlor Thia Zide ) 12.5mg+valsartan 160mg / c-tab,coated-tab,بيانات مكتملة
2092,Zar Plus 160/25,H.C.T.Z. ( Hydro Chlor Thia Zide ) + valsartan,25mg + 160mg,قرص مغلف,اسيا,H.C.T.Z. ( Hydro Chlor Thia Zide ) 25mg+valsartan 160mg / c-tab,coated-tab,بيانات مكتملة
2093,Zar Plus 80/12.5,H.C.T.Z. ( Hydro Chlor Thia Zide ) + valsartan,12.5mg + 80mg,قرص مغلف,اسيا,H.C.T.Z. ( Hydro Chlor Thia Zide ) 12.5mg+valsartan 80mg / c-tab,coated-tab,بيانات مكتملة
2094,Zenaflam 10,serratiopeptidase,10mg,قرص مغلف,اسيا,serratiopeptidase 10mg / c-tab,coated-tab,بيانات مكتملة
2095,Zenaflam 5,serratiopeptidase,5mg,قرص مغلف,اسيا,serratiopeptidase 5mg / c-tab,coated-tab,بيانات مكتملة
2096,Zinaxime 125,cefuroxime,125mg,dry-syrup,اسيا,cefuroxime 125mg / 5ml,dry-syrup,بيانات مكتملة
2097,Zinaxime 1500,cefuroxime 1500mg / dry-vial,,فيال جاف,اسيا,cefuroxime 1500mg / dry-vial,dry-vial,بيانات مكتملة
2098,Zinaxime 250,cefuroxime,250mg,قرص مغلف,اسيا,cefuroxime 250mg / c-tab,coated-tab,بيانات مكتملة
2099,Zinaxime 500,cefuroxime,500mg,قرص مغلف,اسيا,cefuroxime 500mg / c-tab,coated-tab,بيانات مكتملة
2100,Zinaxime 750,cefuroxime 750mg / dry-vial,,فيال جاف,اسيا,cefuroxime 750mg / dry-vial,dry-vial,بيانات مكتملة
2101,Zincolidz,lidocaine + zinc Oxide 7mg / 1gr,66mg + ,rectal-cream,اسيا,lidocaine 66mg+zinc Oxide 7mg / 1gr,rectal-cream,بيانات مكتملة
2102,Zitro Safe 100,azithromycin,100mg,dry-syrup,اسيا,azithromycin 100mg / 5ml,dry-syrup,بيانات مكتملة
2103,Zitro Safe 200,azithromycin,200mg,dry-syrup,اسيا,azithromycin 200mg / 5ml,dry-syrup,بيانات مكتملة
2104,Zocorin 10,simvastatin,10mg,قرص مغلف,اسيا,simvastatin 10mg / c-tab,coated-tab,بيانات مكتملة
2105,Zocorin 20,simvastatin,20mg,قرص مغلف,اسيا,simvastatin 20mg / c-tab,coated-tab,بيانات مكتملة
2106,Zocorin 40,simvastatin,40mg,قرص مغلف,اسيا,simvastatin 40mg / c-tab,coated-tab,بيانات مكتملة
2107,Zocorin 5,simvastatin,5mg,قرص مغلف,اسيا,simvastatin 5mg / c-tab,coated-tab,بيانات مكتملة
2108,Zocorin Plus 20/145,fenofibrate + simvastatin,145mg + 20mg,قرص مغلف,اسيا,fenofibrate 145mg+simvastatin 20mg / c-tab,coated-tab,بيانات مكتملة
2109,Zocorin Plus 40/145,fenofibrate + simvastatin,145mg + 40mg,قرص مغلف,اسيا,fenofibrate 145mg+simvastatin 40mg / c-tab,coated-tab,بيانات مكتملة
2110,Zolmitex 2.5,zolmitriptan,2.5mg,قرص مغلف,اسيا,zolmitriptan 2.5mg / c-tab,coated-tab,بيانات مكتملة
2111,Zurig 120,febuxostat,120mg,قرص مغلف,اسيا,febuxostat 120mg / c-tab,coated-tab,بيانات مكتملة
2112,Zurig 40,febuxostat,40mg,قرص مغلف,اسيا,febuxostat 40mg / c-tab,coated-tab,بيانات مكتملة
2113,Zurig 80,febuxostat,80mg,قرص مغلف,اسيا,febuxostat 80mg / c-tab,coated-tab,بيانات مكتملة
2114,Zytar 10,cetirizine 10mg / gel-cap,,كبسولة هلامية,اسيا,cetirizine 10mg / gel-cap,gel-cap,بيانات مكتملة
2115,Zytar 5,cetirizine,5mg,شراب,اسيا,cetirizine 5mg / 5ml,syrup,بيانات مكتملة
2116,Acne Retinol 0.05%,tretinoin,0.05%,محلول,افاميا,tretinoin 0.05%,solu,بيانات مكتملة
2117,Actiman,gensing Extract,2%,جل,افاميا,gensing Extract 2%,gel,بيانات مكتملة
2118,Acti Zome,folic Acid + iron Lipozomal + vit B12 + vit C,0.4mg + 21mg + 0.375mg + 120mg,كبسولة,افاميا,folic Acid 0.4mg+iron Lipozomal 21mg+vit B12 0.375mg+vit C 120mg / cap,cap,بيانات مكتملة
2119,Adultvit B,thiamine + vit B6 + vit B12,100mg + 200mg + 0.2mg,قرص مغلف,افاميا,thiamine 100mg+vit B6 200mg+vit B12 0.2mg / c-tab,coated-tab,بيانات مكتملة
2120,Adultvit C,ascorbic Acid,500mg,قرص,افاميا,ascorbic Acid 500mg / c-tab,tab,بيانات مكتملة
2121,Adultvit D3 1000,vit D3 ( cholecalciferol ),"1,000i.u.",كبسولة,افاميا,"vit D3 ( cholecalciferol ) 1,000i.u. / cap",cap,بيانات مكتملة
2122,Adultvit D3 5000,vit D3 ( cholecalciferol ),"5,000i.u.",كبسولة,افاميا,"vit D3 ( cholecalciferol ) 5,000i.u. / cap",cap,بيانات مكتملة
2123,Adultvit Dia Care,betacarotene + biotin + chromium Chloride + folic + niacin Amide + panthonic + C + B1 + E + B2 + B6 + B12 + Zn, +  +  +  +  +  +  +  +  +  +  +  + ,قرص,افاميا,betacarotene+biotin+chromium Chloride+folic+niacin Amide+panthonic+C+B1+E+B2+B6+B12+Zn,tab,بيانات مكتملة
2124,Adultvit Fertil,,,قرص,افاميا,,tab,التركيب غير موجود في APK
2125,Adultvit Hair&Nail,biotin + calcium + chromium + copper + magnesium + manganese + niacin + panehonic Acid + selenium + A + B1 + B2 + B6 + B12 + C + D3 + E + K, +  +  +  +  +  +  +  +  +  +  +  +  +  +  +  +  + ,قرص,افاميا,biotin+calcium+chromium+copper+magnesium+manganese+niacin+panehonic Acid+selenium+A+B1+B2+B6+B12+C+D3+E+K,tab,بيانات مكتملة
2126,Adultvit Imun,,,قرص مغلف,افاميا,,coated-tab,التركيب غير موجود في APK
2127,Adultvit Liver Care,,,قرص,افاميا,,tab,التركيب غير موجود في APK
2128,Adultvit M,multi Vitamins + leutin, + ,قرص,افاميا,multi Vitamins+leutin,tab,بيانات مكتملة
2129,Adultvit Man Care,,,قرص,افاميا,,tab,التركيب غير موجود في APK
2130,Adultvit Pronatal,multi Vitamins,,قرص,افاميا,multi Vitamins,tab,بيانات مكتملة
2131,Adultvit Silver,multi Vitamins + beta Carotene, + ,قرص,افاميا,multi Vitamins+beta Carotene,tab,بيانات مكتملة
2132,Adultvit Sperma,,,قرص,افاميا,,tab,التركيب غير موجود في APK
2133,Adultvit Vision Care,copper + vit A + ascorbic Acid + vit E + zinc,0.4mg + 160i.u. + 113mg + 100i.u. + 17.4mg,قرص مغلف,افاميا,copper 0.4mg+vit A 160i.u.+ascorbic Acid 113mg+vit E 100i.u.+zinc 17.4mg / c-tab,coated-tab,بيانات مكتملة
2134,Alcool 70,alcool,70%,عبوة,افاميا,alcool 70%,bottle,بيانات مكتملة
2135,Alendrofamea 10,alendronate Sodium,10mg,قرص,افاميا,alendronate Sodium 10mg / tab,tab,بيانات مكتملة
2136,Alendrofamea 70,alendronate Sodium,70mg,قرص,افاميا,alendronate Sodium 70mg / tab,tab,بيانات مكتملة
2137,Angio Vasc 10,amlodipine,10mg,قرص,افاميا,amlodipine 10mg / tab,tab,بيانات مكتملة
2138,Angio Vasc 2.5,amlodipine,2.5mg,قرص,افاميا,amlodipine 2.5mg / tab,tab,بيانات مكتملة
2139,Angio Vasc 5,amlodipine,5mg,قرص,افاميا,amlodipine 5mg / tab,tab,بيانات مكتملة
2140,Aqua Fam,purrifid Water,,bag,افاميا,purrifid Water,bag,بيانات مكتملة
2141,Aqua Pharm,purrifid Water,,bag,افاميا,purrifid Water,bag,بيانات مكتملة
2142,Arginine 500,arginine L,500mg,كبسولة,افاميا,arginine L 500mg / cap,cap,بيانات مكتملة
2143,Asonaryl,glycerol + potassium Sorbate,85% + 0.15%,بخاخ أنفي,افاميا,glycerol 85%+potassium Sorbate 0.15%,nasal-spray,بيانات مكتملة
2144,Augmafam 1000,amoxicillin + clavulanic Acid,875mg + 125mg,قرص مغلف,افاميا,amoxicillin 875mg+clavulanic Acid 125mg / c-tab,coated-tab,بيانات مكتملة
2145,Augmafam 156,amoxicillin + clavulanic Acid 31.5mg / chew-tab,125mg + ,قرص للمضغ,افاميا,amoxicillin 125mg+clavulanic Acid 31.5mg / chew-tab,chew-tab,بيانات مكتملة
2146,Augmafam 228,amoxicillin + clavulanic Acid 28.5mg / chew-tab,200mg + ,قرص للمضغ,افاميا,amoxicillin 200mg+clavulanic Acid 28.5mg / chew-tab,chew-tab,بيانات مكتملة
2147,Augmafam 312,amoxicillin + clavulanic Acid 62.5mg / chew-tab,250mg + ,قرص للمضغ,افاميا,amoxicillin 250mg+clavulanic Acid 62.5mg / chew-tab,chew-tab,بيانات مكتملة
2148,Augmafam 457,amoxicillin + clavulanic Acid,400mg + 57mg,dry-syrup,افاميا,amoxicillin 400mg+clavulanic Acid 57mg / 5ml,dry-syrup,بيانات مكتملة
2149,Augmafam 625,amoxicillin + clavulanic Acid,500mg + 125mg,قرص مغلف,افاميا,amoxicillin 500mg+clavulanic Acid 125mg / tab,coated-tab,بيانات مكتملة
2150,Augmafam ES 600,amoxicillin + clavulanic Acid,500mg + 100mg,dry-syrup,افاميا,amoxicillin 500mg+clavulanic Acid 100mg / 5ml,dry-syrup,بيانات مكتملة
2151,Azmadexe,bromhexine + guaifenesin + menthol + terbutalin,4mg + 50mg + 2.5mg + 1.25mg,شراب,افاميا,bromhexine 4mg+guaifenesin 50mg+menthol 2.5mg+terbutalin 1.25mg / 5ml,syrup,بيانات مكتملة
2152,Baking Douche,sod.bi Carbonate + sod.Carbonate,2% + 0.025%,vag-douch,افاميا,sod.bi Carbonate 2%+sod.Carbonate 0.025%,vag-douch,بيانات مكتملة
2153,Benzal Douche,aluminium&potassium Sulfate + benzalkonium Chloride,0.9% + 0.05%,vag-douch,افاميا,aluminium&potassium Sulfate 0.9%+benzalkonium Chloride 0.05%,vag-douch,بيانات مكتملة
2154,Benzoderm 10%,benzoylperoxide,10%,لوشن,افاميا,benzoylperoxide 10%,lotion,بيانات مكتملة
2155,Benzoderm 5%,benzoylperoxide,5%,لوشن,افاميا,benzoylperoxide 5%,lotion,بيانات مكتملة
2156,Betafenac12,betamethasone + diclofenac Sodium + vit B12,0.3mg + 50mg + 5mg,قرص مغلف,افاميا,betamethasone 0.3mg+diclofenac Sodium 50mg+vit B12 5mg / c-tab,coated-tab,بيانات مكتملة
2157,Bicarbex 500,sod.Bi Carbonate,500mg,cap gls-bottle,افاميا,sod.Bi Carbonate 500mg / cap,cap gls-bottle,بيانات مكتملة
2158,Bona Care,calcium + magnesium + vit D3 + zinc,150mg + 75mg + 0.019mg + 3mg,شراب جرعة واحدة,افاميا,calcium 150mg+magnesium 75mg+vit D3 0.019mg+zinc 3mg / 5ml,1-dose syrup,بيانات مكتملة
2159,Bronchotal 2.5,terbutaline,1.5mg,شراب,افاميا,terbutaline 1.5mg / 5ml,syrup,بيانات مكتملة
2160,Brufiflu,chlorpheniramine + ibuprofen + phenylephrine,4mg + 200mg + 10mg,قرص مغلف,افاميا,chlorpheniramine 4mg+ibuprofen 200mg+phenylephrine 10mg / c-tab,coated-tab,بيانات مكتملة
2161,Buscofam 10,hyoscine,10mg,قرص مغلف,افاميا,hyoscine 10mg / c-tab,coated-tab,بيانات مكتملة
2162,Calcium,calcium Gluconate + calcium Lactobionate,1090mg + 730mg,شراب,افاميا,calcium Gluconate 1090mg+calcium Lactobionate 730mg / 5ml,syrup,بيانات مكتملة
2163,Candecard 16,candesartan,16mg,قرص,افاميا,candesartan 16mg / c-tab,tab,بيانات مكتملة
2164,Candecard 32,candesartan,32mg,قرص,افاميا,candesartan 32mg / c-tab,tab,بيانات مكتملة
2165,Candecard 4,candesartan,4mg,قرص,افاميا,candesartan 4mg / c-tab,tab,بيانات مكتملة
2166,Candecard 8,candesartan,8mg,قرص,افاميا,candesartan 8mg / c-tab,tab,بيانات مكتملة
